"cond","cell_label","total_sa","mito_surface_area"
10,"Control",0.00327106521516953,6.02930495999549
10,"Control",0.00526836084332305,0.18162176
10,"Control",0.0453601911300008,0.725064320000017
10,"Control",0.0247214696390812,0.03716704
10,"Control",0.0314672786247809,10.5000323199926
10,"Control",0.00127376958701602,2.84485023999948
10,"Control",0.0235632217155712,15.3990166399896
10,"Control",0.00576084355744858,10.9289033599894
10,"Control",0.00515283917981707,4.23031199999778
10,"Control",0.00781590001735507,0.437261440000007
10,"Control",0.00393683042455403,1.49065792000004
10,"Control",0.0236209825473242,1.10074752000004
10,"Control",0.00327106521516953,0.07652288
10,"Control",0.00260530000578502,0.01175264
10,"Control",0.0194531087957582,5.32736287999809
10,"Control",0.00460259563393853,2.6679708799995
10,"Control",0.00509507834806408,2.5105353599997
10,"Control",0.00781590001735507,6.0543423999956
10,"Control",0.00648436959858608,3.04766079999899
10,"Control",0.0495584609416684,7.47128639999602
10,"Control",0.00127376958701602,2.04823648000006
10,"Control",0.00260530000578502,0.264115200000003
10,"Control",0.0434814484538037,16.2009686399859
10,"Control",0.0149082739935727,4.22809279999785
10,"Control",0.00836614356323363,2.97203167999943
10,"Control",0.055231147607262,0.1118416
10,"Control",0.0349389911068607,0.946631680000037
10,"Control",0.0216814477509236,0.03114176
10,"Control",0.0209001608780332,14.6844889599887
10,"Control",0.0078159000173551,3.10194303999914
10,"Control",0.0377175736079046,0.294211200000006
10,"Control",0.00193953479640053,1.82640768000008
10,"Control",0.0090896696043711,2.33025119999982
10,"Control",0.00787366084910807,3.18990847999853
10,"Control",0.00654213043033905,9.29610111999354
10,"Control",0.040672469892658,13.9064982399887
10,"Control",0.0096976739820026,7.34787455999476
10,"Control",0.00382130876104806,2.30069631999984
10,"Control",0.00260530000578502,2.36780127999969
10,"Control",0.00726565647147655,1.85920320000007
10,"Control",0.0050950783480641,0.360519680000002
10,"Control",0.0305400740282828,1.29895552000005
10,"Control",0.00393683042455403,0.894744960000022
10,"Control",0.00648436959858607,1.36835264000005
10,"Control",0.00515283917981707,0.55878240000001
10,"Control",0.0452173046948435,3.3859033599992
10,"Control",0.00720789563972355,0.243127040000005
10,"Control",0.0273845304766192,1.77517152000004
10,"Control",0.00393683042455403,0.85886080000002
10,"Control",0.0262840433848622,10.9571206399906
10,"Control",0.00732341730322952,2.94112703999918
10,"Control",0.00260530000578502,27.5739369600614
10,"Control",0.00526836084332305,1.04107840000003
10,"Control",0.0187295827546207,11.9824275199901
10,"Control",0.0442627353266941,3.20740671999916
10,"Control",0.00659989126209205,0.224826240000002
10,"Control",0.00127376958701602,0.00254752
10,"Control",0.0437398565524669,0.725757440000012
10,"Control",0.0136345044065567,8.44654271999318
10,"Control",0.0208424000462802,6.54701087999552
10,"Control",0.0159510002535767,0.836851200000011
10,"Control",0.00193953479640053,1.74230304000007
10,"Control",0.0129109783654192,1.49584416000004
10,"Control",0.0077581391856021,1.60422016000005
10,"Control",0.00327106521516953,0.67199200000002
10,"Control",0.0709207084737254,6.98872287999463
10,"Control",0.0118682521054151,5.67947391999642
10,"Control",0.00393683042455403,4.5808726399975
10,"Control",0.0121874523242817,0.669201280000018
10,"Control",0.00521060001157005,3.5085187199988
10,"Control",0.00393683042455403,12.3406793599899
10,"Control",0.0145313129429531,1.78874208000005
10,"Control",0.00260530000578502,5.98482367999592
10,"Control",0.0090896696043711,9.33349919999296
10,"Control",0.0117527304419091,4.31017279999794
10,"Control",0.0098131956455086,4.83311359999706
10,"Control",0.0190761477451386,4.40319679999757
10,"Control",0.0171943737804911,0.02668512
10,"Control",0.00387906959280104,0.01186816
10,"Control",0.00515283917981705,0.00387904
10,"Control",0.00448707397043257,4.55499007999866
10,"Control",0.0235632217155711,1.88917152000006
10,"Control",0.00327106521516953,0.0727046400000001
10,"Control",0.0292359083811651,0.821213440000038
10,"Control",0.0112602477277835,0.399869440000005
10,"Control",0.0130265000289251,6.19147071999526
10,"Control",0.00321330438341655,6.03669215999617
10,"Control",0.00454483480218555,0.01053664
10,"Control",0.00920519126787708,0.365213440000008
10,"Control",0.0178601389898756,4.42047007999803
10,"Control",0.00127376958701602,1.38535840000006
10,"Control",0.0119260129371681,5.4384687999965
10,"Control",0.00260530000578502,0.375470400000005
10,"Control",0.00193953479640053,1.71274816000006
10,"Control",0.0525680867697244,1.38649536000006
10,"Control",0.00387906959280104,8.08911775999448
10,"Control",0.0097554348137556,3.08520479999906
10,"Control",0.00382130876104806,1.25016352000003
10,"Control",0.00963991315024964,4.38364351999802
10,"Control",0.00842390439498658,4.24660031999737
10,"Control",0.015920604193475,0.0611769600000001
10,"Control",0.0138655477335686,11.1547388799898
10,"Control",0.0122452131560347,2.5781206399997
10,"Control",0.00393683042455403,1.00016000000003
10,"Control",0.00127376958701602,1.46436800000006
10,"Control",0.00254753917403204,1.27426464000005
10,"Control",0.0136345044065566,12.3302521599894
10,"Control",0.00254753917403204,2.81419487999944
10,"Control",0.124595344912109,2.03027008000005
10,"Control",0.0507440736368298,5.76181535999745
10,"Control",0.00193953479640053,6.47005631999568
10,"Control",0.00581860438920156,0.05030592
10,"Control",0.025241317124858,0.08246304
10,"Control",0.0332304996374721,2.15362112000002
10,"Control",0.00526836084332305,6.73691967999453
10,"Control",0.00127376958701602,0.1285616
10,"Control",0.0117527304419091,0.05169824
10,"Control",0.0070923739762176,1.21339168000003
10,"Control",0.0402651127819367,1.07654304000005
10,"Control",0.0205809606591666,2.95657023999908
10,"Control",0.00254753917403204,7.31659903999523
10,"Control",0.00593412605270755,6.48723839999594
10,"Control",0.0146194698348078,1.15779616000004
10,"Control",0.00448707397043257,0.00387904
10,"Control",0.00387906959280104,7.53369151999324
10,"Control",0.0230707390014456,0.663942080000014
10,"Control",0.00127376958701602,3.51499391999854
10,"Control",0.0626700865739978,5.59240831999667
10,"Control",0.00327106521516953,3.12796543999904
10,"Control",0.00793142168086105,0.02257504
10,"Control",0.0064266087668331,1.96945792000006
10,"Control",0.0349420223953111,3.1244815999994
10,"Control",0.0861208179145134,9.4886060799935
10,"Control",0.00448707397043257,0.535064320000015
10,"Control",0.0170210912852321,1.74328800000005
10,"Control",0.0299016735905495,0.895371200000021
10,"Control",0.00327106521516953,0.404441600000002
10,"Control",0.0063688479350801,1.57776608000006
10,"Control",0.00726565647147655,0.599670400000012
10,"Control",0.00127376958701602,0.03184096
10,"Control",0.010594482518399,1.62010112000004
10,"Control",0.0582711694954199,16.4795177599877
10,"Control",0.0185259041992601,0.04550272
10,"Control",0.0201188740051427,0.05579616
10,"Control",0.00254753917403204,0.00254752
10,"Control",0.045040990911134,0.108151039999999
10,"Control",0.00454483480218555,1.03888960000003
10,"Control",0.0146772306665607,4.78514847999867
10,"Control",0.00521060001157005,7.02601759999491
10,"Control",0.00260530000578502,2.41374175999973
10,"Control",0.0220280127414416,8.90960767999436
10,"Control",0.048603891573519,9.34536127999235
10,"Control",0.00387906959280104,1.43192512000004
10,"Control",0.00193953479640053,2.04892960000007
10,"Control",0.00515283917981705,3.60842527999841
10,"Control",0.0349967519386137,0.297050560000003
10,"Control",0.00127376958701602,7.56919871999322
10,"Control",0.00448707397043257,3.81710911999792
10,"Control",0.00193953479640053,2.99448511999915
10,"Control",0.00775813918560209,14.2762595199884
10,"Control",0.00509507834806408,1.66097088000006
10,"Control",0.00260530000578502,4.08340095999804
10,"Control",0.00454483480218555,1.21601216000004
10,"Control",0.0112024868960305,4.77777951999677
10,"Control",0.0105367216866461,1.69817440000007
10,"Control",0.0136345044065566,2.19106176000002
10,"Control",0.0144735521112,0.01788736
10,"Control",0.00587636522095455,1.60752160000006
10,"Control",0.00848166522673958,1.17582944000004
10,"Control",0.00975543481375562,11.2644403199912
10,"Control",0.0077581391856021,1.95397216000009
10,"Control",0.00587636522095455,1.56582496000006
10,"Control",0.00321330438341655,1.75271808000008
10,"Control",0.00715013480797057,3.7996351999988
10,"Control",0.0346805830081975,10.7356809599903
10,"Control",0.0370822044586218,10.487993919991
10,"Control",0.00587636522095455,4.50689727999751
10,"Control",0.00127376958701602,1.33629888000004
10,"Control",0.00321330438341655,5.48358847999629
10,"Control",0.0125340173147996,0.397796160000007
10,"Control",0.0151393173205846,1.27542592000004
10,"Control",0.00260530000578502,4.89897215999761
10,"Control",0.00127376958701602,4.97099583999685
10,"Control",0.0144157912794471,9.86321919999264
10,"Control",0.0436820957207138,0.305349760000002
10,"Control",0.0374287694491397,0.319412800000004
10,"Control",0.00127376958701602,1.69425888000005
10,"Control",0.0170788521169851,4.27738943999747
10,"Control",0.0802718174652101,2.67972959999957
10,"Control",0.00127376958701602,3.35933983999893
10,"Control",0.00593412605270755,3.60708159999877
10,"Control",0.00393683042455403,3.6120550399989
10,"Control",0.045825309072475,3.44059903999908
10,"Control",0.00460259563393853,9.45774399999179
10,"Control",0.00193953479640053,7.48851103999504
10,"Control",0.00715013480797057,1.12221600000004
10,"Control",0.00448707397043257,3.22573791999927
10,"Control",0.0181215783769892,12.82347391999
10,"Control",0.00193953479640053,0.01366176
10,"Control",0.00327106521516953,13.8248924799897
10,"Control",0.00260530000578502,3.97579711999818
10,"Control",0.00127376958701602,1.57377760000006
10,"Control",0.0801015662584015,0.860131520000026
10,"Control",0.113769819066697,4.78147615999816
10,"Control",0.00193953479640053,0.560588160000008
10,"Control",0.00193953479640053,4.36789023999761
10,"Control",0.0219428871380372,1.67863936000005
10,"Control",0.0148505131618197,0.707189120000012
10,"Control",0.0580705222285095,3.73369759999911
10,"Control",0.00127376958701602,3.88238399999778
10,"Control",0.0561887482638621,8.16913055999439
10,"Control",0.0125917781465525,0.957666880000036
10,"Control",0.00127376958701602,7.98120383999319
10,"Control",0.00454483480218555,1.68726688000004
10,"Control",0.00387906959280104,2.2111135999999
10,"Control",0.00321330438341655,0.724097600000014
10,"Control",0.00859718689024555,2.92478399999877
10,"Control",0.00127376958701602,1.16001536000005
10,"Control",0.00393683042455403,0.202707200000003
10,"Control",0.0152548389840906,1.47317792000006
10,"Control",0.015920604193475,4.04330943999837
10,"Control",0.00127376958701602,0.908114880000024
10,"Control",0.00254753917403204,0.541685440000012
10,"Control",0.0464910742818596,4.75584895999804
10,"Control",0.00127376958701602,3.26127551999897
10,"Control",0.00720789563972357,0.0888713599999999
10,"Control",0.018583665031013,0.03716704
10,"Control",0.013199782524184,1.87935840000008
10,"Control",0.0472997259264013,18.1821913599952
10,"Control",0.00260530000578502,1.54318304000005
10,"Control",0.00193953479640053,5.7966051199968
10,"Control",0.024198590864854,0.666453120000016
10,"Control",0.0266032436037288,4.62664287999771
10,"Control",0.00521060001157005,7.13450911999571
10,"Control",0.0405539169407016,7.69717663999428
10,"Control",0.0090319087726181,6.70372287999461
10,"Control",0.00254753917403204,7.21702687999555
10,"Control",0.00327106521516953,3.17547455999864
10,"Control",0.0152548389840906,0.0579849600000001
10,"Control",0.00260530000578502,1.79769184000005
10,"Control",0.0257064350673324,15.5628787199856
10,"Control",0.00393683042455403,2.74124703999958
10,"Control",0.0244904263120693,0.586124160000014
10,"Control",0.044609300317212,0.856167360000033
10,"Control",0.00454483480218555,0.04497984
10,"Control",0.139561379737433,2.83213087999946
10,"Control",0.00127376958701602,3.51377791999872
10,"Control",0.00127376958701602,1.19512736000004
10,"Control",0.00382130876104806,1.93617600000008
10,"Control",0.00260530000578502,1.06763584000003
10,"Control",0.0167322871264672,2.87936031999946
10,"Control",0.010594482518399,6.06310367999702
10,"Control",0.0175135739993577,2.44702367999972
10,"Control",0.00327106521516953,1.85035072000007
10,"Control",0.00254753917403204,0.961558080000017
10,"Control",0.00327106521516953,1.08161984000004
10,"Control",0.0355469954844922,3.43082847999926
10,"Control",0.00260530000578502,9.43806911999253
10,"Control",0.00576084355744858,0.02193664
10,"Control",0.00260530000578502,1.43923328000005
10,"Control",0.00393683042455403,9.19783615999207
10,"Control",0.00127376958701602,0.00521056
10,"Control",0.010594482518399,1.20394944000003
10,"Control",0.229156941422477,8.92642495999385
10,"Control",0.0110869652325246,3.53092351999825
10,"Control",0.0695618132833053,31.0752752000809
10,"Control",0.0141269871206822,10.753391999991
10,"Control",0.00321330438341655,1.45011648000004
10,"Control",0.0102479175278812,0.710368960000018
10,"Control",0.00920519126787708,0.0617545600000001
10,"Control",0.0301327169175614,0.802389760000027
10,"Control",0.0514706309664177,11.2739798399907
10,"Control",0.00127376958701602,6.2295254399956
10,"Control",0.00958215231849667,10.7777423999915
10,"Control",0.0586481305460395,8.79668991999346
10,"Control",0.00587636522095455,6.90692863999641
10,"Control",0.00891638710911214,5.14957151999818
10,"Control",0.00842390439498657,4.04973599999812
10,"Control",0.00448707397043257,3.06016735999906
10,"Control",0.0423505653019449,6.41992671999613
10,"Control",0.00659989126209205,0.0145312
10,"Control",0.0111720908359288,0.55521952000001
10,"Control",0.010594482518399,5.22498175999715
10,"Control",0.133742775348234,3.26492959999927
10,"Control",0.0110869652325246,2.13628704000004
10,"Control",0.0117527304419091,2.10102912000009
10,"Control",0.0151393173205846,0.148613439999999
10,"Control",0.00260530000578502,1.40534944000005
10,"Control",0.00659989126209205,0.03311168
10,"Control",0.00127376958701602,0.00254752
10,"Control",0.00448707397043257,1.42655040000005
10,"Control",0.00648436959858605,0.01053664
10,"Control",0.0143580304476941,0.00920512
10,"Control",0.00526836084332305,0.198888960000001
10,"Control",0.0295855046601334,0.759331200000017
10,"Control",0.0383255779855362,5.5702163199973
10,"Control",0.0206691175510213,1.05011328000003
10,"Control",0.0178601389898756,0.215542080000003
10,"Control",0.14123947514672,39.5739539200518
10,"Control",0.0103634391913871,0.561171840000006
10,"Control",0.00127376958701602,0.00387904
10,"Control",0.0057608435574486,0.00654208
10,"Control",0.0951223306270299,18.2606233599936
10,"Control",0.014589073774706,0.07595136
10,"Control",0.0091474304361241,0.1192288
10,"Control",0.0124762564830466,0.01730976
10,"Control",0.0178023781581226,0.20808192
10,"Control",0.00193953479640053,1.97576896000003
10,"Control",0.00382130876104806,1.10232224000005
10,"Control",0.0344191436210839,0.108473279999999
10,"Control",0.015920604193475,0.225470720000001
10,"Control",0.0461718740629929,0.273533120000004
10,"Control",0.00382130876104806,0.00254752
10,"Control",0.0242289869249557,0.367080000000004
10,"Control",0.00193953479640053,0.358841600000005
10,"Control",0.110580848166481,0.614608960000029
10,"Control",0.00327106521516953,0.02969472
10,"Control",0.276921785291352,9.60839423999283
10,"Control",0.0149660348253256,1.86055296000007
10,"Control",0.0083661435632336,1.00336416000003
10,"Control",0.00382130876104806,0.00254752
10,"Control",0.0147349914983137,0.0564406400000001
10,"Control",0.0867835518354475,1.14296704000004
10,"Control",0.161355317863413,1.72304768000004
10,"Control",0.00593412605270755,0.01186816
10,"Control",0.0130842608606781,0.863007360000032
10,"Control",0.0317560827835459,2.6515913599993
10,"Control",0.0087127085537515,0.0893395199999999
10,"Control",0.00659989126209205,0.02396736
10,"Control",0.00387906959280104,0.00920512
10,"Control",0.0396023788610027,1.33942400000004
10,"Control",0.0236787433790772,0.149683519999999
10,"Control",0.0124184956512936,0.02020384
10,"Control",0.0224627346238141,0.0211888
10,"Control",0.0112602477277835,0.120383999999999
10,"Control",0.00127376958701602,0.981342400000021
10,"Control",0.408664233722981,24.3789516800367
10,"Control",0.0178601389898756,0.05469568
10,"Control",0.0384410996490422,0.494778240000031
10,"Control",0.0271534871496073,0.06431424
10,"Control",0.010594482518399,0.472756480000019
10,"Control",0.0639164913893625,0.652694080000024
10,"Control",0.187438713981366,1.87782016000005
10,"Control",0.140944608411054,15.3691759999863
10,"Control",0.102096151651291,0.374844160000005
10,"Control",0.0213348827604058,0.561196160000009
10,"Control",0.0145617090030548,4.10626783999819
10,"Control",0.0423779300735961,0.0993593599999997
10,"Control",0.0209579217097861,0.06107968
10,"Control",0.207521129349505,5.66182367999807
10,"Control",0.00127376958701602,2.1791024
10,"Control",0.0181215783769892,0.369968000000004
10,"Control",0.00521060001157005,0.554714880000015
10,"Control",0.0618340701578045,0.07190816
10,"Control",0.0963657041539442,0.81290208000002
10,"Control",0.00327106521516953,0.00654208
10,"Control",0.0184103825357541,0.02518336
10,"Control",0.0418580825878193,10.9417564799907
10,"Control",0.0171943737804911,0.02466048
10,"Control",0.0136345044065566,0.206999679999999
10,"Control",0.00193953479640053,0.0857340799999998
10,"Control",0.0102479175278812,1.26231136000002
10,"Control",0.0191339085768916,0.02269056
10,"Control",0.00715013480797055,0.00654208
10,"Control",0.038614382144301,3.96227519999823
10,"Control",0.0078159000173551,0.00920512
10,"Control",0.0102479175278812,1.79888960000008
10,"Control",0.00327106521516953,0.18294112
10,"Control",0.0171943737804911,0.0211888
10,"Control",0.00581860438920157,0.446782720000005
10,"Control",0.00127376958701602,1.38050048000003
10,"Control",0.0129687391971721,6.66860479999553
10,"Control",0.0882579686893737,0.460055360000017
10,"Control",0.0363009175857314,12.4199625599904
10,"Control",0.015805082529969,0.0278464
10,"Control",0.0535256874263242,0.263932800000002
10,"Control",0.170277767549426,1.21307552000002
10,"Control",0.0252717131849598,0.71129920000002
10,"Control",0.00193953479640053,0.15797056
10,"Control",0.0992020474867408,0.41195040000001
10,"Control",0.00709237397621759,11.4423775999881
10,"Control",0.286753251843161,4.79436575999762
10,"Control",0.00260530000578502,5.3395958399957
10,"Control",0.0108559219055127,0.592727040000013
10,"Control",0.0383559740456378,0.940679360000018
10,"Control",0.00127376958701602,0.16492608
10,"Control",0.104038717736142,1.52120992000003
10,"Control",0.0457675482407221,0.0869622399999998
10,"Control",0.0233899392203123,4.79181823999757
10,"Control",0.0266610044354817,0.11689408
10,"Control",0.0447825828124709,1.00859296000003
10,"Control",0.166657106055287,6.42748415999627
10,"Control",0.0078159000173551,0.00920512
10,"Control",0.0316679258916912,3.47134559999818
10,"Control",0.00321330438341655,0.03392032
10,"Control",0.0612534305518245,1.37416512000006
10,"Control",0.0523096786710611,20.225004480008
10,"Control",0.00908966960437108,1.49271904000004
10,"Control",0.00454483480218555,0.0390153599999999
10,"Control",0.0158628433617221,3.42257791999864
10,"Control",0.0064266087668331,0.06171808
10,"Control",0.358461309766679,16.047600639986
10,"Control",0.00254753917403204,0.00254752
10,"Control",0.0373132477856338,0.15529536
10,"Control",0.00254753917403204,0.00254752
10,"Control",0.0138077869018156,0.252307840000005
10,"Control",0.0679414787057713,1.39309824000008
10,"Control",0.0057030827256956,0.0812835199999999
10,"Control",0.00193953479640053,4.56229215999778
10,"Control",0.00193953479640053,0.0783894399999999
10,"Control",0.00587636522095455,5.13719263999678
10,"Control",0.0070923739762176,1.60769792000005
10,"Control",0.0143002696159411,0.394087360000003
10,"Control",0.0664670618518449,0.285060800000002
10,"Control",0.0213926435921587,2.18808256000006
10,"Control",0.0793446128687121,0.816604800000026
10,"Control",0.0266610044354817,0.944102400000033
10,"Control",0.00260530000578502,0.0175408
10,"Control",0.00448707397043257,0.337494720000008
10,"Control",0.00787366084910806,0.01053664
10,"Control",0.0113484046196382,0.01661664
10,"Control",0.0265454827719758,1.70957440000007
10,"Control",0.00321330438341655,0.93173568000004
10,"Control",0.050050943655794,1.00186240000002
