"cond","cell_label","total_sa","mito_surface_area"
10,"Control",0.0086853437821002,67.0767487998494
10,"Control",0.0375169263409944,1.66614496000005
10,"Control",0.00254753917403204,1.20964640000004
10,"Control",0.0694189268481476,2.72422911999942
10,"Control",0.00393683042455403,0.40398560000001
10,"Control",0.0131997825241841,10.0223510399938
10,"Control",0.00521060001157005,4.8229295999972
10,"Control",0.00793142168086105,16.6372147199862
10,"Control",0.0957303350046613,17.2726659199889
10,"Control",0.0842937734931685,13.6844323199894
10,"Control",0.00321330438341655,9.6469475199911
10,"Control",0.0152548389840906,0.882104640000034
10,"Control",0.00460259563393853,11.634651519989
10,"Control",0.00920519126787705,0.652402240000018
10,"Control",0.00127376958701602,4.18026751999782
10,"Control",0.0166167654629612,8.18555871999449
10,"Control",0.018583665031013,2.75934719999943
10,"Control",0.0571433176320115,7.21255199999393
10,"Control",0.137241852601963,19.7814016000086
10,"Control",0.00460259563393853,4.71187231999717
10,"Control",0.00127376958701602,0.691490560000021
10,"Control",0.0124762564830466,1.76858080000008
10,"Control",0.0104789608548931,0.879149760000032
10,"Control",0.00720789563972355,1.11749792000003
10,"Control",0.00127376958701602,1.04609440000002
10,"Control",0.00460259563393853,2.07215520000007
10,"Control",0.0844700872768778,12.1681167999908
10,"Control",0.0310903175741614,6.18608383999717
10,"Control",0.0338689000752053,1.52338656000005
10,"Control",0.00254753917403204,7.85405887999325
10,"Control",0.014589073774706,0.17964576
10,"Control",0.0110869652325246,0.639725440000012
10,"Control",0.0268342869307407,0.682948160000026
10,"Control",0.00587636522095455,0.04549664
10,"Control",0.0690419657975284,3.56319615999886
10,"Control",0.00260530000578502,3.17750527999881
10,"Control",0.00193953479640053,1.16149280000004
10,"Control",0.100825413352725,2.88436415999928
10,"Control",0.00587636522095455,8.93463295999421
10,"Control",0.0393956690171915,0.05164352
10,"Control",0.0259952392260973,16.2212879999854
10,"Control",0.00260530000578502,1.38527936000005
10,"Control",0.00387906959280104,4.87610527999641
10,"Control",0.0620651134848167,3.02165663999913
10,"Control",0.00460259563393853,0.00920512
10,"Control",0.00393683042455403,9.48498847999239
10,"Control",0.0178023781581226,1.34620320000006
10,"Control",0.00127376958701602,1.23642880000005
10,"Control",0.00992871730901455,0.07102048
10,"Control",0.0135189827430507,17.0459731199872
10,"Control",0.00260530000578502,1.56082112000004
10,"Control",0.00193953479640053,7.78975071999413
10,"Control",0.00648436959858605,0.0078736
10,"Control",0.0180638175452362,3.36190559999875
10,"Control",0.0151970781523376,1.31578496000005
10,"Control",0.0211616002651468,1.47601728000006
10,"Control",0.00654213043033905,0.72471776000002
10,"Control",0.0383833388172891,4.68526623999765
10,"Control",0.0245481871438223,8.08843679999321
10,"Control",0.0169633304534792,1.94691936000007
10,"Control",0.00127376958701602,8.63781951999367
10,"Control",0.00897414794086515,11.0092870399932
10,"Control",0.00327106521516953,7.75615871999283
10,"Control",0.00466035646569151,3.56493503999862
10,"Control",0.00193953479640053,0.0574256000000001
10,"Control",0.00327106521516953,3.94298335999888
10,"Control",0.00387906959280104,1.25920448000005
10,"Control",0.00382130876104806,3.82543871999819
10,"Control",0.0457371521806204,2.89667615999948
10,"Control",0.0283968606765216,7.57948607999565
10,"Control",0.013142021692431,0.0380851199999999
10,"Control",0.00720789563972355,2.1081792000001
10,"Control",0.0245177910837206,6.22851615999644
10,"Control",0.00393683042455403,0.655588160000014
10,"Control",0.00587636522095455,1.31522560000006
10,"Control",0.0217969694144296,2.79436799999934
10,"Control",0.0084239043949866,1.68066400000004
10,"Control",0.00127376958701602,0.12376448
10,"Control",0.0129687391971722,1.40795776000005
10,"Control",0.0105367216866461,5.94151583999657
10,"Control",0.00193953479640053,0.01319968
10,"Control",0.00393683042455403,0.469248320000005
10,"Control",0.0109136827372657,8.74139231999354
10,"Control",0.00327106521516953,2.84997567999909
10,"Control",0.0564775524226272,28.8546403200676
10,"Control",0.0680266043091755,13.936752319987
10,"Control",0.0312332040093186,0.619637120000023
10,"Control",0.0090896696043711,16.6920076799842
10,"Control",0.0216236869191706,12.9109468799871
10,"Control",0.00193953479640053,0.58675040000001
10,"Control",0.0359239565351119,22.2065433600271
10,"Control",0.00393683042455403,13.2764035199885
10,"Control",0.015805082529969,0.308268160000007
10,"Control",0.00393683042455403,1.80129728000004
10,"Control",0.00454483480218555,0.221403200000001
10,"Control",0.00127376958701602,2.10834944000011
10,"Control",0.00260530000578502,3.52716607999846
10,"Control",0.0118682521054151,0.407767360000004
10,"Control",0.00327106521516953,5.61512927999574
10,"Control",0.115238173343722,4.30315039999794
10,"Control",0.00659989126209205,1.59710048000006
10,"Control",0.00515283917981705,16.5708636799834
10,"Control",0.00460259563393853,1.96363328000008
10,"Control",0.00515283917981705,1.32740384000005
10,"Control",0.0173402915040987,0.658640320000015
10,"Control",0.0414811215371998,27.0030614400527
10,"Control",0.026572847543627,3.73274303999862
10,"Control",0.0115794479466502,3.65325311999825
10,"Control",0.0116372087784031,9.84030367999233
10,"Control",0.00393683042455403,0.510872000000013
10,"Control",0.0520756040555988,7.25598143999397
10,"Control",0.00581860438920156,10.1068326399906
10,"Control",0.00393683042455403,0.749694400000014
10,"Control",0.00260530000578502,1.06590304000004
10,"Control",0.00193953479640053,0.0346681599999999
10,"Control",0.00393683042455403,1.39543904000004
10,"Control",0.00127376958701602,0.01522432
10,"Control",0.0129687391971722,0.02773088
10,"Control",0.00593412605270755,0.02755456
10,"Control",0.00659989126209205,11.7736342399892
10,"Control",0.00254753917403204,5.81015135999646
10,"Control",0.00193953479640053,3.63556639999896
10,"Control",0.00382130876104806,0.422213440000009
10,"Control",0.00460259563393853,2.81322207999964
10,"Control",0.00448707397043257,4.16665439999858
10,"Control",0.0224049737920611,2.66083295999952
10,"Control",0.0103056783596341,0.603373120000022
10,"Control",0.00193953479640053,0.00387904
10,"Control",0.0118682521054151,1.09958624000002
10,"Control",0.0371977261221278,15.2890719999863
10,"Control",0.00393683042455403,3.33672223999875
10,"Control",0.015920604193475,2.55694399999966
10,"Control",0.00654213043033905,15.1585891199873
10,"Control",0.0247792304708342,0.842663680000023
10,"Control",0.00387906959280105,0.981986880000035
10,"Control",0.0386447782044028,4.39012479999788
10,"Control",0.0424387221937996,1.55587808000005
10,"Control",0.00387906959280105,3.14497727999891
10,"Control",0.00127376958701602,3.13207551999931
10,"Control",0.0246059479755753,10.0290329599938
10,"Control",0.0196263912910171,0.0628428800000001
10,"Control",0.00958215231849664,2.42826079999981
10,"Control",0.00387906959280104,0.03010208
10,"Control",0.0125340173147996,0.114954559999999
10,"Control",0.00387906959280104,10.3053203199909
10,"Control",0.00526836084332305,0.281728960000002
10,"Control",0.124561917563556,12.7573843199892
10,"Control",0.00193953479640053,1.36125728000004
10,"Control",0.00127376958701602,2.66563615999953
10,"Control",0.00127376958701602,1.53720032000005
10,"Control",0.0137500260700626,0.437516800000007
10,"Control",0.00581860438920157,12.2858681599904
10,"Control",0.0664640305633946,5.17158111999783
10,"Control",0.00859718689024555,1.17292928000003
10,"Control",0.0097554348137556,1.37738144000004
10,"Control",0.0387906959280105,25.8818608000608
10,"Control",0.00715013480797057,0.608401280000027
10,"Control",0.00193953479640053,0.0333488
10,"Control",0.00515283917981705,0.0324124799999999
10,"Control",0.0542157861189095,16.7073231999841
10,"Control",0.0110292044007716,4.64827551999696
10,"Control",0.0108559219055127,1.38140640000007
10,"Control",0.117354021923832,17.1334886399899
10,"Control",0.051266952411057,5.99892927999592
10,"Control",0.0474760397101106,3.59005151999927
10,"Control",0.00393683042455403,11.5786060799891
10,"Control",0.0203499173321546,14.2312796799878
10,"Control",0.00193953479640053,1.41048096000004
10,"Control",0.0110869652325246,0.413762240000005
10,"Control",0.099001400219831,25.080772160054
10,"Control",0.0241134652614497,3.02460543999901
10,"Control",0.0541884213472583,13.1033363199909
10,"Control",0.00521060001157005,1.40854752000006
10,"Control",0.0130842608606781,0.18821248
10,"Control",0.00321330438341655,1.54692224000007
10,"Control",0.0177446173263697,2.77875455999955
10,"Control",0.0279925348542508,9.64578623999219
10,"Control",0.0315524042281852,14.6783420799883
10,"Control",0.0327380169233465,10.6034652799909
10,"Control",0.0103056783596341,4.83293727999656
10,"Control",0.00393683042455403,0.032072
10,"Control",0.00659989126209205,2.54937439999983
10,"Control",0.0851084877146111,1.73539616000007
10,"Control",0.00859718689024555,1.07863456000005
10,"Control",0.00926295209963005,0.175018880000001
10,"Control",0.00260530000578502,7.87761279999512
10,"Control",0.0883521881581292,6.21599743999479
10,"Control",0.00908966960437109,9.98038687999201
10,"Control",0.00127376958701602,1.80994912000007
10,"Control",0.00193953479640053,3.21431967999901
10,"Control",0.00193953479640053,0.457684160000007
10,"Control",0.0501938300909512,34.5472774401039
