"organelle","prot","cond","real","ch1","ch2"
"LDs","LBR","Control",1.49802832487252,0.613556397795952,0.80187984642294
"LDs","LBR","Control",1.56315999117132,0.607764167542563,0.834171973264087
"LDs","LBR","Control",1.62829165747012,0.60276721760838,0.936669216706713
"LDs","LBR","Control",1.69342332376893,0.616075925848926,0.962518002923567
"LDs","LBR","Control",1.75855499006774,0.639963283418221,0.872203486012492
"LDs","LBR","Control",1.82368665636654,0.63482106719145,1
"LDs","LBR","Control",1.88881832266534,0.628643565466413,0.966210173582303
"LDs","LBR","Control",1.95394998896415,0.598781868450846,0.865591339920338
"LDs","LBR","Control",2.01908165526295,0.583813124388474,0.805281097020045
"LDs","LBR","Control",2.08421332156176,0.56062367661618,0.763758543532057
"LDs","LBR","Control",2.14934498786057,0.539060053401152,0.76652407992041
"LDs","LBR","Control",2.21447665415937,0.533830466867969,0.754775937678458
"LDs","LBR","Control",2.27960832045818,0.557030441183204,0.710767993046651
"LDs","LBR","Control",2.34473998675698,0.588343748470362,0.666214124348573
"LDs","LBR","Control",2.40987165305578,0.622949758389523,0.595815061039339
"LDs","LBR","Control",2.47500331935459,0.684953201621719,0.627087171861924
"LDs","LBR","Control",2.5401349856534,0.694027081637025,0.646481842637388
"LDs","LBR","Control",2.6052666519522,0.710721126087458,0.675519974715096
"LDs","LBR","Control",2.670398318251,0.734683748438782,0.759782636023087
"LDs","LBR","Control",2.73552998454981,0.766881285332999,0.831259181042069
"LDs","LBR","Control",2.80066165084861,0.78033420721184,0.862958692942854
"LDs","LBR","Control",2.86579331714742,0.794217664696975,0.817004098022103
"LDs","LBR","Control",2.93092498344622,0.828546826536783,0.808930168410391
"LDs","LBR","Control",2.99605664974503,0.843630309917214,0.801567376727113
"LDs","LBR","Control",3.06118831604384,0.852318918460872,0.751123274682412
"LDs","LBR","Control",3.12631998234264,0.868035047072068,0.7567333627845
"LDs","LBR","Control",3.19145164864144,0.883287481466705,0.6481411644704
"LDs","LBR","Control",3.25658331494025,0.87311463036834,0.545640329422075
"LDs","LBR","Control",3.32171498123905,0.855954786392759,0.514325119331099
"LDs","LBR","Control",3.38684664753786,0.824736217992073,0.496460472583478
"LDs","LBR","Rapa",3.28914914808965,0.562266946552643,0.411678193953726
"LDs","LBR","Rapa",3.35428081438846,0.612041286860834,0.464275873614894
"LDs","LBR","Rapa",3.41941248068726,0.68225323361151,0.506544918053371
"LDs","LBR","Rapa",3.48454414698607,0.762266816695246,0.65851792687875
"LDs","LBR","Rapa",3.54967581328487,0.81340465967298,0.754601904589174
"LDs","LBR","Rapa",3.61480747958368,0.834464932334557,0.806511318598403
"LDs","LBR","Rapa",3.67993914588248,0.831885964428163,0.778240109378433
"LDs","LBR","Rapa",3.74507081218129,0.794172779162563,0.758809393431016
"LDs","LBR","Rapa",3.81020247848009,0.800464370052027,0.722079027313218
"LDs","LBR","Rapa",3.8753341447789,0.785285338905081,0.640941575314515
"LDs","LBR","Rapa",3.9404658110777,0.814640252806381,0.664184492398269
"LDs","LBR","Rapa",4.00559747737651,0.857207507575556,0.689928185524797
"LDs","LBR","Rapa",4.07072914367531,0.864847018246912,0.721800000697567
"LDs","LBR","Rapa",4.13586080997412,0.830676342774183,0.73300756975956
"LDs","LBR","Rapa",4.20099247627292,0.754761059142902,0.661687204188189
"LDs","LBR","Rapa",4.26612414257173,0.675659074986803,0.486700312626071
"LDs","LBR","Rapa",0.0325658331494025,0.610992688379256,0.391998679274019
"LDs","LBR","Rapa",0.0976974994482075,0.566100986202002,0.32122125299227
"LDs","LBR","Rapa",0.162829165747013,0.57027979724066,0.318965787849088
"LDs","LBR","Rapa",0.227960832045817,0.567643692079543,0.254173482473059
"LDs","LBR","Rapa",0.293092498344622,0.554296948805669,0.253151547493236
"LDs","LBR","Rapa",0.358224164643427,0.539471779065819,0.275748052917398
"LDs","LBR","Rapa",0.423355830942233,0.558204357884389,0.294541658092411
"LDs","LBR","Rapa",0.488487497241038,0.552765280806882,0.32611817009695
"LDs","LBR","Rapa",0.553619163539843,0.586211352003797,0.385279950891316
"LDs","LBR","Rapa",0.618750829838647,0.621476076047089,0.45058031723001
"LDs","LBR","Rapa",0.683882496137452,0.666713848187613,0.488154738860153
"LDs","LBR","Rapa",0.749014162436258,0.670217400761354,0.51333921614448
"LDs","LBR","Rapa",0.814145828735062,0.686933943489957,0.538405107117155
"LDs","LBR","Rapa",0.879277495033868,0.692260693918973,0.589184463332996
"LDs","LBR","Rapa",0.944409161332672,0.700118365017456,0.647492887727828
"LDs","LBR","Rapa",1.00954082763148,0.711487380133506,0.721984855830435
"LDs","LBR","Rapa",1.07467249393028,0.7291713604705,0.75648533424482
"LDs","LBR","Rapa",1.13980416022909,0.742627183957937,0.750208398003565
"LDs","LBR","Rapa",1.20493582652789,0.738271766859224,0.766636090000035
"LDs","LBR","Rapa",1.2700674928267,0.738193203133979,0.737042992188417
"LDs","LBR","Rapa",1.3351991591255,0.711679569081213,0.700192877148069
"LDs","LBR","Rapa",1.40033082542431,0.712642461680705,0.691942990211979
"LDs","LBR","Rapa",1.46546249172311,0.705874294143886,0.701611262444297
"LDs","LBR","Rapa",1.53059415802192,0.665208800955231,0.701544993623079
"LDs","LBR","Rapa",1.59572582432072,0.685075034850479,0.708599716555463
"LDs","LBR","Rapa",1.66085749061953,0.668309146310979,0.68580440466765
"LDs","LBR","Rapa",1.72598915691833,0.642518168673072,0.674035294541658
"LDs","LBR","Rapa",1.79112082321714,0.662172085724062,0.635548223356155
"LDs","LBR","Rapa",1.85625248951594,0.675083157430668,0.580070756499286
"LDs","LBR","Rapa",1.92138415581475,0.639564562176046,0.607318868128534
"LDs","LBR","Rapa",1.98651582211355,0.654278703841377,0.649965761109038
"LDs","LBR","Rapa",2.05164748841236,0.688668838315204,0.709517016554417
"LDs","LBR","Rapa",2.11677915471116,0.732298975879638,0.798596263601094
"LDs","LBR","Rapa",2.18191082100997,0.744652310065701,0.902556930149174
"LDs","LBR","Rapa",2.24704248730877,0.718453580200902,0.894560492388968
"LDs","LBR","Rapa",2.31217415360758,0.61852441741102,0.701385715929978
"LDs","LBR","Rapa",2.37730581990638,0.578295245076619,0.519086001815998
"LDs","LBR","Rapa",2.44243748620519,0.500859980612291,0.403151605623781
"LDs","LBR","Rapa",2.50756915250399,0.481882620600188,0.30982650357561
"LDs","LBR","Rapa",2.5727008188028,0.466625025727997,0.326979664772773
"LDs","LBR","Rapa",2.6378324851016,0.479064715083131,0.320202805845143
"LDs","LBR","Rapa",2.70296415140041,0.496712335348937,0.348636780590909
"LDs","LBR","Rapa",2.76809581769921,0.505989347797716,0.356646007071
"LDs","LBR","Rapa",2.83322748399802,0.490096100966723,0.354130117086544
"LDs","LBR","Rapa",2.89835915029682,0.500817776958233,0.367900080568935
"LDs","LBR","Rapa",2.96349081659563,0.511903053661621,0.342414487061885
"LDs","LBR","Rapa",3.02862248289443,0.508073559021161,0.316745201032864
"LDs","LBR","Rapa",3.09375414919324,0.510819393682827,0.30294500966711
"LDs","LBR","Rapa",3.15888581549204,0.525226422604017,0.290744570897757
"LDs","LBR","Rapa",3.22401748179085,0.533866484520024,0.305456249207971
"LDs","Sec61","Control",2.05164748841236,0.777039177449124,0.781025439647432
"LDs","Sec61","Control",2.11677915471116,0.826047760712472,0.77084557876386
"LDs","Sec61","Control",2.18191082100997,0.887729586874107,0.680064730909009
"LDs","Sec61","Control",2.24704248730877,0.998149545215151,0.617212218834493
"LDs","Sec61","Control",2.31217415360758,0.992351453555957,0.609593580934896
"LDs","Sec61","Control",2.37730581990638,1,0.609773666925957
"LDs","Sec61","Control",2.44243748620519,0.994102268467776,0.638835043733383
"LDs","Sec61","Control",2.50756915250399,0.943888517216347,0.583261007130905
"LDs","Sec61","Control",2.5727008188028,0.851342054194602,0.513650268002971
"LDs","Sec61","Control",2.6378324851016,0.772778386688113,0.51476830186414
"LDs","Sec61","Control",2.70296415140041,0.713155784569105,0.540152923020742
"LDs","Sec61","Control",2.76809581769921,0.727499181529614,0.594571407847247
"LDs","Sec61","Control",2.83322748399802,0.638468582599082,0.621036544950214
"LDs","Sec61","Control",2.89835915029682,0.644081628779791,0.609083337293558
"LDs","Sec61","Control",2.96349081659563,0.606080879108366,0.536853847712283
"LDs","Sec61","Control",3.02862248289443,0.592278384315735,0.452553594341298
"LDs","Sec61","Control",3.09375414919324,0.593668597782301,0.405976353708896
"LDs","Sec61","Control",3.15888581549204,0.619404153559279,0.395651423554747
"LDs","Sec61","Control",3.22401748179085,0.605976494479477,0.342320958257568
"LDs","Sec61","Control",3.28914914808965,0.586589422041289,0.392902610996751
"LDs","Sec61","Control",3.35428081438846,0.554965624243804,0.38637949620944
"LDs","Sec61","Control",3.41941248068726,0.584321428740884,0.404508152642887
"LDs","Sec61","Control",3.48454414698607,0.533168215829455,0.41964538066927
"LDs","Sec61","Control",3.54967581328487,0.59102102401321,0.43493518154919
"LDs","Sec61","Control",3.61480747958368,0.606721421149275,0.49174730934021
"LDs","Sec61","Control",3.67993914588248,0.644698447041407,0.480409395486345
"LDs","Sec61","Control",3.74507081218129,0.561209722953705,0.547804076446503
"LDs","Sec61","Control",3.81020247848009,0.519740556749653,0.636949143215886
"LDs","Sec61","Control",3.8753341447789,0.570628063333001,0.64063340244967
"LDs","Sec61","Control",0.0325658331494025,0.525495945606119,0.670422626804299
"LDs","Sec61","Control",0.0976974994482075,0.513050450989044,0.661335787838693
"LDs","Sec61","Control",0.162829165747013,0.552564777779359,0.647954398225152
"LDs","Sec61","Control",0.227960832045817,0.551032221637036,0.646038483375812
"LDs","Sec61","Control",0.293092498344622,0.563325884066635,0.676725636491424
"LDs","Sec61","Control",0.358224164643427,0.613719936040691,0.689471722747612
"LDs","Sec61","Control",0.423355830942233,0.636404613800597,0.692445642794434
"LDs","Sec61","Control",0.488487497241038,0.616538321020692,0.70126985635641
"LDs","Sec61","Control",0.553619163539843,0.698086439962232,0.619720916737742
"LDs","Sec61","Control",0.618750829838647,0.723542055143553,0.584011365426991
"LDs","Sec61","Control",0.683882496137452,0.759431388457907,0.504883581910362
"LDs","Sec61","Control",0.749014162436258,0.787026888531451,0.483095678186334
"LDs","Sec61","Control",0.814145828735062,0.935651621045839,0.465937485149159
"LDs","Sec61","Control",0.879277495033868,0.975289311488477,0.441255699596557
"LDs","Sec61","Control",0.944409161332672,0.831893299930252,0.476007293482638
"LDs","Sec61","Control",1.00954082763148,0.867706717150869,0.511649312546741
"LDs","Sec61","Control",1.07467249393028,0.726630891207493,0.580417149188738
"LDs","Sec61","Control",1.13980416022909,0.72361797123729,0.533127068175054
"LDs","Sec61","Control",1.20493582652789,0.762482266474979,0.617112171061682
"LDs","Sec61","Control",1.2700674928267,0.651915220702319,0.611434459954628
"LDs","Sec61","Control",1.3351991591255,0.761172713858008,0.552448794299278
"LDs","Sec61","Control",1.40033082542431,0.66282815917707,0.614953640363273
"LDs","Sec61","Control",1.46546249172311,0.658557878904341,0.662031119859733
"LDs","Sec61","Control",1.53059415802192,0.666291830953838,0.675154886458284
"LDs","Sec61","Control",1.59572582432072,0.745738023050024,0.677148338331553
"LDs","Sec61","Control",1.66085749061953,0.756760090909522,0.671930846979433
"LDs","Sec61","Control",1.72598915691833,0.695211117911928,0.675802695787238
"LDs","Sec61","Control",1.79112082321714,0.723186198454159,0.684576885462808
"LDs","Sec61","Control",1.85625248951594,0.713967137820924,0.753567328399311
"LDs","Sec61","Control",1.92138415581475,0.713739389539711,0.82513650268003
"LDs","Sec61","Control",1.98651582211355,0.697407939874454,0.832797660883071
"LDs","Sec61","Rapa",2.93092498344622,0.417001890489715,0.645338692225856
"LDs","Sec61","Rapa",2.99605664974503,0.449159638476214,0.620516942350629
"LDs","Sec61","Rapa",3.06118831604384,0.410987284514386,0.605310468188308
"LDs","Sec61","Rapa",3.12631998234264,0.380937993663838,0.59663863642713
"LDs","Sec61","Rapa",3.19145164864144,0.389168961439189,0.594199046664799
"LDs","Sec61","Rapa",3.25658331494025,0.445659211173744,0.576363085858307
"LDs","Sec61","Rapa",3.32171498123905,0.451745034227359,0.5766847402188
"LDs","Sec61","Rapa",3.38684664753786,0.448270504044267,0.564921326816686
"LDs","Sec61","Rapa",3.45197831383667,0.473994975958841,0.587141904692152
"LDs","Sec61","Rapa",3.51710998013547,0.465852490008028,0.621594408952562
"LDs","Sec61","Rapa",3.58224164643427,0.518281208186943,0.6797847785002
"LDs","Sec61","Rapa",3.64737331273308,0.524543994889635,0.740961021682977
"LDs","Sec61","Rapa",3.71250497903188,0.532026104296332,0.757056198151167
"LDs","Sec61","Rapa",3.77763664533069,0.526857470887322,0.75083301683853
"LDs","Sec61","Rapa",3.8427683116295,0.52685531279404,0.72167988142582
"LDs","Sec61","Rapa",3.9078999779283,0.580984608478717,0.737144962673748
"LDs","Sec61","Rapa",3.9730316442271,0.637049713836831,0.777368746522018
"LDs","Sec61","Rapa",4.03816331052591,0.667927712507446,0.817935703860532
"LDs","Sec61","Rapa",4.10329497682472,0.71338578938736,0.835989121136089
"LDs","Sec61","Rapa",4.16842664312352,0.728613295581088,0.841456112678694
"LDs","Sec61","Rapa",4.23355830942232,0.693669449168271,0.825946860585486
"LDs","Sec61","Rapa",4.29868997572113,0.648209214195074,0.789697320226547
"LDs","Sec61","Rapa",4.36382164201993,0.708387645347582,0.772269467828146
"LDs","Sec61","Rapa",4.42895330831874,0.695298809595746,0.768542128038067
"LDs","Sec61","Rapa",4.49408497461754,0.67343516656164,0.784943480194473
"LDs","Sec61","Rapa",4.55921664091635,0.696498709460218,0.78335861516472
"LDs","Sec61","Rapa",4.62434830721515,0.704751258168383,0.778578725659788
"LDs","Sec61","Rapa",4.68947997351396,0.622042333157808,0.798812748083476
"LDs","Sec61","Rapa",4.75461163981277,0.557405281285878,0.777337411648871
"LDs","Sec61","Rapa",4.81974330611157,0.62240920901565,0.763430013372063
"LDs","Sec61","Rapa",0,0.620307226159544,0.72988017997543
"LDs","Sec61","Rapa",0.065131666298805,0.61528534309367,0.700941858331641
"LDs","Sec61","Rapa",0.13026333259761,0.63425929922395,0.66612013110813
"LDs","Sec61","Rapa",0.195394998896415,0.656025828060392,0.676688288987566
"LDs","Sec61","Rapa",0.26052666519522,0.740109458491234,0.710161106551405
"LDs","Sec61","Rapa",0.325658331494025,0.73990659772278,0.759245486456917
"LDs","Sec61","Rapa",0.39078999779283,0.801593536079004,0.808737597241927
"LDs","Sec61","Rapa",0.455921664091635,0.849699593415226,0.845001861215959
"LDs","Sec61","Rapa",0.52105333039044,0.834614521378072,0.873985108762212
"LDs","Sec61","Rapa",0.586184996689245,0.743173950950856,0.915628022588291
"LDs","Sec61","Rapa",0.65131666298805,0.662226030057923,0.916905579344052
"LDs","Sec61","Rapa",0.716448329286855,0.6238788705403,0.89555671498781
"LDs","Sec61","Rapa",0.78157999558566,0.610574225460321,0.89295931827397
"LDs","Sec61","Rapa",0.846711661884465,0.624916913408665,0.875546567019253
"LDs","Sec61","Rapa",0.91184332818327,0.582037758000052,0.847546026398309
"LDs","Sec61","Rapa",0.976974994482075,0.601167096846594,0.809001489727825
"LDs","Sec61","Rapa",1.04210666078088,0.568482774099428,0.759567895874594
"LDs","Sec61","Rapa",1.10723832707969,0.497045570297731,0.711525494883355
"LDs","Sec61","Rapa",1.17236999337849,0.46337068273439,0.695490722989906
"LDs","Sec61","Rapa",1.2375016596773,0.418488816760616,0.681426650347364
"LDs","Sec61","Rapa",1.3026333259761,0.412670597273897,0.653609588622194
"LDs","Sec61","Rapa",1.3677649922749,0.372827879112247,0.607460871049069
"LDs","Sec61","Rapa",1.43289665857371,0.345497785796293,0.599181669023704
"LDs","Sec61","Rapa",1.49802832487252,0.415754512573052,0.614677707616186
"LDs","Sec61","Rapa",1.56315999117132,0.469273067859085,0.649233277182247
"LDs","Sec61","Rapa",1.62829165747012,0.540013207530882,0.682182085060212
"LDs","Sec61","Rapa",1.69342332376893,0.603651062213513,0.721969823384574
"LDs","Sec61","Rapa",1.75855499006774,0.658438576349024,0.761369839844821
"LDs","Sec61","Rapa",1.82368665636654,0.683973136054833,0.767006341725291
"LDs","Sec61","Rapa",1.88881832266534,0.630536588313493,0.74930176086886
"LDs","Sec61","Rapa",1.95394998896415,0.600880070440165,0.753079311961691
"LDs","Sec61","Rapa",2.01908165526295,0.599071588270331,0.759520704800578
"LDs","Sec61","Rapa",2.08421332156176,0.644467080445085,0.78419257582473
"LDs","Sec61","Rapa",2.14934498786057,0.74327106514852,0.835046054712954
"LDs","Sec61","Rapa",2.21447665415937,0.773665650924096,0.869831161663029
"LDs","Sec61","Rapa",2.27960832045818,0.794232279896066,0.889760140984278
"LDs","Sec61","Rapa",2.34473998675698,0.910139153854786,0.933997053766867
"LDs","Sec61","Rapa",2.40987165305578,0.962224735201954,0.986322516635798
"LDs","Sec61","Rapa",2.47500331935459,1,1
"LDs","Sec61","Rapa",2.5401349856534,0.975199192009875,0.997826190366528
"LDs","Sec61","Rapa",2.6052666519522,0.993389760278998,0.972252403535782
"LDs","Sec61","Rapa",2.670398318251,0.919591602427423,0.94772965630552
"LDs","Sec61","Rapa",2.73552998454981,0.833330455875625,0.89080211989855
"LDs","Sec61","Rapa",2.80066165084861,0.740033925226384,0.832836379863229
"LDs","Sec61","Rapa",2.86579331714742,0.677071553740839,0.761321516185028
"Lysosomes","LBR","Control",1.10723832707969,0.784093109725396,0.631520504080157
"Lysosomes","LBR","Control",1.17236999337849,0.65448894225183,0.59565127569466
"Lysosomes","LBR","Control",1.2375016596773,0.779522832022929,0.791163102985229
"Lysosomes","LBR","Control",1.3026333259761,0.82356985165963,0.581060840822229
"Lysosomes","LBR","Control",1.3677649922749,0.833301057360858,0.673794029542402
"Lysosomes","LBR","Control",1.43289665857371,0.814952167008792,0.592991426505526
"Lysosomes","LBR","Control",1.49802832487252,0.923128316356172,0.599163309575457
"Lysosomes","LBR","Control",1.56315999117132,1,0.517121165168887
"Lysosomes","LBR","Control",1.62829165747012,0.948516596305047,0.65483937609751
"Lysosomes","LBR","Control",1.69342332376893,0.837445292226655,0.465654374548084
"Lysosomes","LBR","Control",1.75855499006774,0.729278825671017,0.369073442826154
"Lysosomes","LBR","Control",1.82368665636654,0.710784693442813,0.362617498192336
"Lysosomes","LBR","Control",1.88881832266534,0.752817692397072,0.410830492717694
"Lysosomes","LBR","Control",1.95394998896415,0.776811650335024,0.480012395413697
"Lysosomes","LBR","Control",2.01908165526295,0.596459971338936,0.368350377027167
"Lysosomes","LBR","Control",2.08421332156176,0.581316085053643,0.351590744757773
"Lysosomes","LBR","Control",2.14934498786057,0.538982919555366,0.387305030472059
"Lysosomes","LBR","Control",2.21447665415937,0.558600255625702,0.407731639293462
"Lysosomes","LBR","Control",2.27960832045818,0.551986908865564,0.382166098543539
"Lysosomes","LBR","Control",2.34473998675698,0.555850342770828,0.385084185518025
"Lysosomes","LBR","Control",2.40987165305578,0.501781633680623,0.434175188513583
"Lysosomes","LBR","Control",0.065131666298805,0.562783221658469,0.407008573494474
"Lysosomes","LBR","Control",0.13026333259761,0.514069096401875,0.257566367110835
"Lysosomes","LBR","Control",0.195394998896415,0.543892094968821,0.21338188203698
"Lysosomes","LBR","Control",0.26052666519522,0.624055927805105,0.322848879248012
"Lysosomes","LBR","Control",0.325658331494025,0.507833378519695,0.271149674620391
"Lysosomes","LBR","Control",0.39078999779283,0.491672799101437,0.276805082119616
"Lysosomes","LBR","Control",0.455921664091635,0.386343390526357,0.178881313913852
"Lysosomes","LBR","Control",0.52105333039044,0.570810256013014,0.381081499845057
"Lysosomes","LBR","Control",0.586184996689245,0.640342383516015,0.445821712632992
"Lysosomes","LBR","Control",0.65131666298805,0.639180448506913,0.735771098027063
