"cellline","organelle","real","ch1","ch2"
"Cos7","Golgi",3.63388913484663,0.341586542575168,0.710118393750763
"Cos7","Golgi",3.69902080114544,0.345321999838652,0.660946336303348
"Cos7","Golgi",3.76415246744424,0.389807677733692,0.605077505187355
"Cos7","Golgi",3.82928413374305,0.423003865024826,0.570950811668497
"Cos7","Golgi",3.89441580004185,0.367820306903995,0.48971886569836
"Cos7","Golgi",3.95954746634066,0.302848286163407,0.411131453679971
"Cos7","Golgi",4.02467913263946,0.237785812596412,0.290980104967655
"Cos7","Golgi",4.08981079893827,0.216089357613806,0.27316001464665
"Cos7","Golgi",4.15494246523707,0.22378029252933,0.324048984905814
"Cos7","Golgi",4.22007413153588,0.249400444441185,0.397111355221937
"Cos7","Golgi",4.28520579783468,0.275130606547318,0.505455876968144
"Cos7","Golgi",4.35033746413349,0.366280164184103,0.539574433459457
"Cos7","Golgi",4.41546913043229,0.397400825809858,0.690443061149762
"Cos7","Golgi",4.4806007967311,0.378674646072758,0.6744131168884
"Cos7","Golgi",4.5457324630299,0.329336296274566,0.602571300703853
"Cos7","Golgi",4.61086412932871,0.358102739742772,0.572073721469547
"Cos7","Golgi",4.67599579562751,0.292839803155092,0.487660197729769
"Cos7","Golgi",4.74112746192632,0.235094229843077,0.438439318117092
"Cos7","Golgi",4.80625912822512,0.178038053748536,0.509516253712519
"Cos7","Golgi",4.87139079452393,0.13001982628168,0.393677529598438
"Cos7","Golgi",4.93652246082273,0.114941095652642,0.341299483298751
"Cos7","Golgi",5.00165412712154,0.124942244648004,0.359152121729932
"Cos7","Golgi",5.06678579342034,0.10644830865438,0.323983888685463
"Cos7","Golgi",5.13191745971915,0.118696110283997,0.399601285650352
"Cos7","Golgi",5.19704912601795,0.144176915949767,0.460018715163351
"Cos7","Golgi",5.26218079231676,0.17684749897935,0.514333374018471
"Cos7","Golgi",5.32731245861556,0.217763957237815,0.510631026486025
"Cos7","Golgi",5.39244412491437,0.205279022522754,0.503112413035518
"Cos7","Golgi",5.45757579121317,0.245002481341049,0.51840188779039
"Cos7","Golgi",5.52270745751198,0.22842761206983,0.424704015623093
"Cos7","Golgi",5.58783912381078,0.253263024595835,0.432572521257984
"Cos7","Golgi",5.65297079010959,0.223680061018988,0.434590504088856
"Cos7","Golgi",5.71810245640839,0.195590791413338,0.478579274990846
"Cos7","Golgi",5.7832341227072,0.16858451105358,0.535050246145083
"Cos7","Golgi",5.848365789006,0.181758842986117,0.547337157736279
"Cos7","Golgi",5.91349745530481,0.164384566303144,0.523056267545466
"Cos7","Golgi",5.97862912160361,0.175683835590987,0.474754872045242
"Cos7","Golgi",6.04376078790242,0.185093374208232,0.418357134138899
"Cos7","Golgi",6.10889245420122,0.222406387436347,0.382301965092152
"Cos7","Golgi",6.17402412050003,0.219318767983611,0.444786199601286
"Cos7","Golgi",6.23915578679883,0.250747458153344,0.370495138126043
"Cos7","Golgi",6.30428745309764,0.301146795158574,0.391651409740022
"Cos7","Golgi",6.36941911939644,0.365832789394039,0.474014402538753
"Cos7","Golgi",6.43455078569525,0.390526411002975,0.523625859473534
"Cos7","Golgi",6.49968245199405,0.406991270079916,0.545498189511372
"Cos7","Golgi",6.56481411829286,0.415227366624863,0.504544529883234
"Cos7","Golgi",6.62994578459166,0.394039403206919,0.450742503763375
"Cos7","Golgi",6.69507745089047,0.305843008118752,0.410545587696814
"Cos7","Golgi",6.76020911718927,0.253563719126861,0.347418528011717
"Cos7","Golgi",6.82534078348808,0.220516656765749,0.377151226656902
"Cos7","Golgi",6.89047244978688,0.184890466516564,0.403987143496481
"Cos7","Golgi",6.95560411608569,0.175390475072912,0.470938606127182
"Cos7","Golgi",7.02073578238449,0.15161360508296,0.420977257008015
"Cos7","Golgi",7.0858674486833,0.14831329925462,0.380845437161805
"Cos7","Golgi",7.1509991149821,0.162431274186964,0.415484763415924
"Cos7","Golgi",7.21613078128091,0.21031993409167,0.43491598519061
"Cos7","Golgi",7.28126244757971,0.235162680630627,0.484372838602059
"Cos7","Golgi",7.34639411387852,0.272483027871694,0.529395012002116
"Cos7","Golgi",7.41152578017732,0.237103749391888,0.463802432971236
"Cos7","Golgi",7.47665744647613,0.215957345380672,0.396216282192115
"Cos7","Golgi",7.54178911277493,0.182709819998875,0.358248911672566
"Cos7","Golgi",7.60692077907374,0.184164399234329,0.427779812034664
"Cos7","Golgi",7.67205244537254,0.179644202584995,0.407152447211034
"Cos7","Golgi",7.73718411167135,0.169816625229493,0.446161357256194
"Cos7","Golgi",7.80231577797015,0.130503871136503,0.384564058749339
"Cos7","Golgi",7.86744744426896,0.12559497180072,0.356735424549412
"Cos7","Golgi",7.93257911056776,0.115190452093005,0.390707514544937
"Cos7","Golgi",7.99771077686657,0.13825836749761,0.40269335611701
"Cos7","Golgi",8.06284244316537,0.199248019205335,0.382041580210749
"Cos7","Golgi",8.12797410946418,0.266691602310703,0.382822734854957
"Cos7","Golgi",8.19310577576298,0.334220748900509,0.382236868871801
"Cos7","Golgi",8.25823744206179,0.403683630238624,0.467382725090524
"Cos7","Golgi",8.32336910836059,0.434141786027727,0.591708368932829
"Cos7","Golgi",8.3885007746594,0.383194842722092,0.705496562105863
"Cos7","Golgi",8.4536324409582,0.300232488210574,0.65978274136458
"Cos7","Golgi",8.51876410725701,0.234461060058232,0.517010456080394
"Cos7","Golgi",8.58389577355581,0.204315822155075,0.450864559176533
"Cos7","Golgi",8.64902743985462,0.19757586425231,0.472598559746125
"Cos7","Golgi",8.71415910615342,0.233778996853708,0.506839171650596
"Cos7","Golgi",8.77929077245223,0.286750127734059,0.593604296350543
"Cos7","Golgi",8.84442243875103,0.36722380718391,0.644289840921112
"Cos7","Golgi",8.90955410504984,0.453508469562624,0.581976483990398
"Cos7","Golgi",8.97468577134864,0.512803964278468,0.61064323202734
"Cos7","Golgi",9.03981743764745,0.547232265745515,0.626250050856422
"Cos7","Golgi",-1.9674341668506,0.419070389411641,0.66822083892754
"Cos7","Golgi",-1.90230250055179,0.38760013983518,0.623760120428008
"Cos7","Golgi",-1.83717083425299,0.33034594539094,0.603246673989992
"Cos7","Golgi",-1.77203916795418,0.340400877147949,0.611733593718215
"Cos7","Mitochondria",0.13026333259761,0.132551371005404,0.469520228029414
"Cos7","Mitochondria",0.195394998896415,0.107549703115618,0.365877026994659
"Cos7","Mitochondria",0.26052666519522,0.115326239242111,0.428920453184508
"Cos7","Mitochondria",0.325658331494025,0.149307408766429,0.27076097631081
"Cos7","Mitochondria",0.39078999779283,0.160940940022683,0.396153201274282
"Cos7","Mitochondria",0.455921664091635,0.148752835412636,0.222376583870273
"Cos7","Mitochondria",0.52105333039044,0.105293882180266,0.253227622218496
"Cos7","Mitochondria",0.586184996689245,0.0935707018480219,0.199286210448155
"Cos7","Mitochondria",0.65131666298805,0.0898992594569351,0.278880931279791
"Cos7","Mitochondria",0.716448329286855,0.115395039695777,0.333804402500659
"Cos7","Mitochondria",0.78157999558566,0.163388568283408,0.332750485041558
"Cos7","Mitochondria",0.846711661884465,0.272024484622056,0.291048887398501
"Cos7","Mitochondria",0.91184332818327,0.407023483888185,0.499173632901387
"Cos7","Mitochondria",0.976974994482075,0.48566448729068,0.4190519533402
"Cos7","Mitochondria",1.04210666078088,0.562529188071252,0.603080313300918
"Cos7","Mitochondria",1.10723832707969,0.645729785175796,0.53469544180699
"Cos7","Mitochondria",1.17236999337849,0.671826005737541,0.569163333253491
"Cos7","Mitochondria",1.2375016596773,0.571946510774568,0.454453998898177
"Cos7","Mitochondria",1.3026333259761,0.480917255987724,0.475005389350643
"Cos7","Mitochondria",1.3677649922749,0.345955784241777,0.415938106301948
"Cos7","Mitochondria",1.43289665857371,0.262413269731136,0.463268581283384
"Cos7","Mitochondria",1.49802832487252,0.16910109079992,0.327648566432729
"Cos7","Mitochondria",1.56315999117132,0.1808847321369,0.363817097415507
"Cos7","Mitochondria",1.62829165747012,0.252055674161051,0.333013964406333
"Cos7","Mitochondria",1.69342332376893,0.420185219160718,0.468705837265564
"Cos7","Mitochondria",1.75855499006774,0.610697845086397,0.476586265539295
"Cos7","Mitochondria",1.82368665636654,0.661920825271866,0.869505856427699
"Cos7","Mitochondria",1.88881832266534,0.699677680298886,0.764928501281468
"Cos7","Mitochondria",1.95394998896415,0.604343185002335,1
"Cos7","Mitochondria",2.01908165526295,0.483863166321969,0.681070205274378
"Cos7","Mitochondria",2.08421332156176,0.296838514910935,0.60609834966107
"Cos7","Mitochondria",2.14934498786057,0.197553205684168,0.384847541258474
"Cos7","Mitochondria",2.21447665415937,0.148350457001801,0.31672614912932
"Cos7","Mitochondria",2.27960832045818,0.198057742344386,0.311025413782366
"Cos7","Mitochondria",2.34473998675698,0.280628711054774,0.449040695585523
"Cos7","Mitochondria",2.40987165305578,0.388818466875709,0.680686962561978
"Cos7","Mitochondria",2.47500331935459,0.434858479551671,0.530479771970586
"Cos7","Mitochondria",2.5401349856534,0.50475140102742,0.498646674171837
"Cos7","Mitochondria",2.6052666519522,0.486450480352258,0.590217729765983
"Cos7","Mitochondria",2.670398318251,0.378756921742611,0.527174303576134
"Cos7","Mitochondria",2.73552998454981,0.302663619987991,0.643919614841074
"Cos7","Mitochondria",2.80066165084861,0.280278454199747,0.579175549114949
"Cos7","Mitochondria",2.86579331714742,0.254088414837548,0.583415171620877
"Cos7","Mitochondria",2.93092498344622,0.25457001801321,0.39289563821888
"Cos7","Mitochondria",2.99605664974503,0.201516528787778,0.635679896524468
"Cos7","Mitochondria",3.06118831604384,0.19616051771299,0.540468035162519
"Cos7","Mitochondria",3.12631998234264,0.147633264393889,0.552013221873578
"Cos7","Mitochondria",3.19145164864144,0.0846391520448329,0.611607463651824
"Cos7","Mitochondria",3.25658331494025,0.0732328707718994,0.448489784186448
"Cos7","Mitochondria",3.32171498123905,0.0718756254586697,0.397638266784833
"Cos7","Mitochondria",3.38684664753786,0.0638634998999266,0.340391386620039
"Cos7","Mitochondria",3.45197831383667,0.0373419674427914,0.309252916237515
"Cos7","Mitochondria",3.51710998013547,0.0350361098138635,0.352846774773049
"Cos7","Mitochondria",3.58224164643427,0.033076339315498,0.299264653045582
"Cos7","Mitochondria",3.64737331273308,0.0400522883447862,0.456585786485904
"Cos7","Mitochondria",3.71250497903188,0.033947811728601,0.392248916141704
"Cos7","Mitochondria",3.77763664533069,0.0277995530055374,0.365517736951783
"Cos7","Mitochondria",3.8427683116295,0.0289253786109814,0.324917962106877
"Cos7","Mitochondria",0.065131666298805,0.0352571052104877,0.353541402189274
"Cos7","PM",4.61086412932871,0.017156232788691,0.450736441283021
"Cos7","PM",4.67599579562751,0.0719203231136406,0.441640003173176
"Cos7","PM",4.74112746192632,0.0717734532770333,0.508025491181215
"Cos7","PM",4.80625912822512,0.0928951716541216,0.559616045693735
"Cos7","PM",4.87139079452393,0.092583073251331,0.514279292381733
"Cos7","PM",4.93652246082273,0.077125022948412,0.521987465954465
"Cos7","PM",5.00165412712154,0.0600514044428126,0.503107068249729
"Cos7","PM",5.06678579342034,0.122131448503764,0.606063410635428
"Cos7","PM",5.13191745971915,0.0912520653570773,0.678927466483327
"Cos7","PM",5.19704912601795,0.0619515329539197,0.773329455007007
"Cos7","PM",5.26218079231676,0.0592619790710483,0.808207948806092
"Cos7","PM",5.32731245861556,0.112539012300349,0.660390829521115
"Cos7","PM",5.39244412491437,0.126785386451258,0.538144220853055
"Cos7","PM",5.45757579121317,0.11271342023132,0.482719411904699
"Cos7","PM",5.52270745751198,0.131466862493116,0.495914535790782
"Cos7","PM",5.58783912381078,0.0979346429227099,0.607583890842743
"Cos7","PM",5.65297079010959,0.115256104277584,0.566729248750562
"Cos7","PM",5.71810245640839,0.115834404259225,0.611127270804136
"Cos7","PM",5.7832341227072,0.125436019827428,0.59335748472909
"Cos7","PM",5.848365789006,0.0693409216082247,0.584670915196869
"Cos7","PM",5.91349745530481,0.125371764273912,0.515746886320967
"Cos7","PM",5.97862912160361,0.100174407930971,0.396620567469657
"Cos7","PM",6.04376078790242,0.119983477143382,0.351032604384272
"Cos7","PM",6.10889245420122,0.101991922158987,0.346246397122987
"Cos7","PM",6.17402412050003,0.120414907288416,0.299058624428167
"Cos7","PM",6.23915578679883,0.103635028456031,0.300261787026998
"Cos7","PM",6.30428745309764,0.126932256287865,0.459779993124785
"Cos7","PM",6.36941911939644,0.140976684413439,0.409445487479176
"Cos7","PM",6.43455078569525,0.210969340921608,0.394954650025121
"Cos7","PM",6.49968245199405,0.211217183770883,0.428907634132797
"Cos7","PM",6.56481411829286,0.209619974297779,0.425165930666103
"Cos7","PM",-1.9674341668506,0.284303286212594,0.318996747494513
"Cos7","PM",-1.90230250055179,0.23769047181935,0.372967184070656
"Cos7","PM",-1.83717083425299,0.21558656140995,0.395152973530423
"Cos7","PM",-1.77203916795418,0.24191297962181,0.366805933839278
"Cos7","PM",-1.70690750165538,0.173967321461355,0.3025623396885
"Cos7","PM",-1.64177583535657,0.145970258858087,0.317780363328662
"Cos7","PM",-1.57664416905777,0.155801358545989,0.394320014808155
"Cos7","PM",-1.51151250275896,0.166302551863411,0.415434857339292
"Cos7","PM",-1.44638083646016,0.182063521204333,0.478052198746595
"Cos7","PM",-1.38124917016135,0.211611896456765,0.432517121929291
"Cos7","PM",-1.31611750386255,0.20462639985313,0.389031388000106
"Cos7","PM",-1.25098583756374,0.209638333027355,0.382592484861306
"Cos7","PM",-1.18585417126494,0.171644942170002,0.405452574239099
"Cos7","PM",-1.12072250496613,0.153258674499725,0.414430018245762
"Cos7","PM",-1.05559083866733,0.146153846153846,0.502631091837004
"Cos7","PM",-0.990459172368523,0.151174958692859,0.454769019224159
"Cos7","PM",-0.925327506069717,0.164953185239581,0.513142237618002
"Cos7","PM",-0.860195839770912,0.169111437488526,0.630311764550334
"Cos7","PM",-0.795064173472108,0.19878832384799,0.441283020863633
"Cos7","PM",-0.729932507173302,0.159849458417478,0.285823835841024
"Cos7","PM",-0.664800840874497,0.138158619423536,0.329468228574451
"Cos7","PM",-0.599669174575693,0.137846521020745,0.395100087262342
"Cos7","PM",-0.534537508276888,0.0825867449972462,0.35621545865616
"Cos7","PM",-0.469405841978082,0.109418028272444,0.388806621360764
"Cos7","PM",-0.404274175679278,0.125087203965486,0.464539757252029
"Cos7","PM",-0.339142509380473,0.151679823756196,0.559285506518233
"Cos7","PM",-0.274010843081667,0.12322379291353,0.592101435862178
"Cos7","PM",-0.208879176782863,0.114365705893152,0.55152444667742
"Cos7","PM",-0.143747510484058,0.09788874609877,0.539902689266732
"Cos7","PM",-0.0786158441852525,0.111575178997613,0.5408017558241
"Cos7","PM",-0.0134841778864476,0.162465577382045,0.457294338525002
"Cos7","PM",0.0516474884123577,0.131255737102993,0.432477457228231
"Cos7","PM",0.116779154711162,0.105278134753075,0.536332866171298
"Cos7","PM",0.181910821009967,0.14739306040022,0.592855065182325
"Cos7","PM",0.247042487308772,0.12322379291353,0.438361054552185
"Cos7","PM",0.312174153607577,0.11864328988434,0.473860962001216
"Cos7","PM",0.377305819906383,0.145024784284928,0.36592008884893
"Cos7","PM",0.442437486205188,0.242105746282357,0.504878758230425
"Cos7","PM",0.507569152503992,0.170928951716541,0.359573736679271
"Cos7","PM",0.572700818802797,0.21577014870571,0.446994737816326
"Cos7","PM",0.637832485101602,0.194547457315954,0.502895523177407
"Cos7","PM",0.702964151400407,0.185092711584358,0.437845413438401
"Cos7","PM",0.768095817699213,0.127336148338535,0.503754925033715
"Cos7","PM",0.833227483998018,0.130365338718561,0.582793452680012
"Cos7","PM",0.898359150296823,0.148668992105746,0.385395457069572
"Cos7","PM",0.963490816595627,0.169955939049018,0.498096094349102
"Cos7","PM",1.02862248289443,0.134239030659078,0.411349393130074
"Cos7","PM",1.09375414919324,0.147732696897375,0.275696115503609
"Cos7","PM",1.15888581549204,0.110996879015972,0.44531559880477
"Cos7","PM",1.22401748179085,0.0879658527629888,0.510193828172515
"Cos7","PM",1.28914914808965,0.158371580686616,0.480061876933654
"Cos7","PM",1.35428081438846,0.191812006609143,0.390750191712722
"Cos7","PM",1.41941248068726,0.190728841564164,0.443596795092154
"Cos7","PM",1.48454414698607,0.164365705893152,0.473094111114049
"Cos7","PM",1.54967581328487,0.180851845052322,0.47316021894915
"Cos7","PM",1.61480747958368,0.153111804663117,0.464552978819049
"Cos7","PM",1.67993914588248,0.163034697998899,0.504138350477298
"Cos7","PM",1.74507081218129,0.256599963282541,0.505447285612291
"Cos7","PM",1.81020247848009,0.271846888195337,0.493627204696301
"Cos7","PM",1.8753341447789,0.28773636864329,0.552648279874131
"Cos7","PM",1.9404658110777,0.309932072700569,0.502432768331703
"Cos7","PM",2.00559747737651,0.405608591885442,0.505777824787794
"Cos7","PM",2.07072914367531,0.471819350100973,0.496469841605627
"Cos7","PM",2.13586080997412,0.501982742794199,0.65877779834466
"Cos7","PM",2.20099247627292,0.663310078942537,0.664912605441997
"Cos7","PM",2.26612414257173,0.846456765191849,0.662387286141153
"Cos7","PM",2.33125580887053,1,0.824761350715286
"Cos7","PM",2.39638747516934,0.887185606756013,0.8155062538012
"Cos7","PM",2.46151914146814,0.464071966219938,0.600444244651876
"Cos7","PM",2.52665080776695,0.32623462456398,0.401023349287358
"Cos7","PM",2.59178247406575,0.264586010648063,0.496575614141788
"Cos7","PM",2.65691414036456,0.261336515513126,0.485813258587408
"Cos7","PM",2.72204580666336,0.236139159170185,0.558412883094904
"Cos7","PM",2.78717747296217,0.259886175876629,0.602916677684639
"Cos7","PM",2.85230913926097,0.274233523040206,0.769600973107332
"Cos7","PM",2.91744080555978,0.247457315953736,0.774334294100537
"Cos7","PM",2.98257247185858,0.173251331007894,0.697173228971098
"Cos7","PM",3.04770413815739,0.191031760602166,0.647407250707354
"Cos7","PM",3.11283580445619,0.189471268588214,0.633775815109607
"Cos7","PM",3.177967470755,0.148219203231136,0.541555385144247
"Cos7","PM",3.2430991370538,0.157508720396549,0.446783192744004
"Cos7","PM",3.30823080335261,0.183284376721131,0.375836264114023
"Cos7","PM",3.37336246965141,0.100973012667523,0.37877145199249
"Cos7","PM",3.43849413595022,0.0895906003304572,0.496178967131184
"Cos7","PM",3.50362580224902,0.207664769597944,0.525173863606315
"Cos7","PM",3.56875746854783,0.229116945107399,0.409961128592961
"Cos7","PM",3.63388913484663,0.20467229667707,0.369370917841183
"Cos7","PM",3.69902080114544,0.147218652469249,0.284475236004971
"Cos7","PM",3.76415246744424,0.0941252065357078,0.316775524235132
"Cos7","PM",3.82928413374305,0.0916559574077474,0.328251844408599
"Cos7","PM",3.89441580004185,0.111850559941252,0.309781315281487
"Cos7","PM",3.95954746634066,0.120323113640536,0.356783986038025
"Cos7","PM",4.02467913263946,0.104525426840463,0.31226696988127
"Cos7","PM",4.08981079893827,0.0754543785570038,0.343509532749821
"Cos7","PM",4.15494246523707,0.112915366256655,0.348216410608986
"Cos7","PM",4.22007413153588,0.133954470350652,0.307467541052966
"Cos7","PM",4.28520579783468,0.128648797503213,0.244175899727636
"Cos7","PM",4.35033746413349,0.153469799889848,0.246569003358278
"Cos7","PM",4.41546913043229,0.168698366073068,0.225626041198403
"Cos7","PM",4.4806007967311,0.225913346796402,0.219517677235106
"Cos7","PM",4.5457324630299,0.230126675234074,0.295502022899754
"HeLa","Golgi",1.49802832487252,0.385741845045514,0.201369891265387
"HeLa","Golgi",1.56315999117132,0.384300451427915,0.259024426584377
"HeLa","Golgi",1.62829165747012,0.51867629921837,0.153778838815011
"HeLa","Golgi",1.69342332376893,0.422304603312502,0.210671596546336
"HeLa","Golgi",1.75855499006774,0.380616889960718,0.249662580967559
"HeLa","Golgi",1.82368665636654,0.251241432374526,0.136919497993289
"HeLa","Golgi",1.88881832266534,0.252148976504125,0.146561998510825
"HeLa","Golgi",1.95394998896415,0.190833396976892,0.177955253834031
"HeLa","Golgi",2.01908165526295,0.203580536418125,0.270811932414545
"HeLa","Golgi",2.08421332156176,0.196438816600887,0.22791182616189
"HeLa","Golgi",2.14934498786057,0.201379890195371,0.307958613202476
"HeLa","Golgi",2.21447665415937,0.295307741778396,0.231961275443683
"HeLa","Golgi",2.27960832045818,0.428550642322096,0.213257630988669
"HeLa","Golgi",2.34473998675698,0.584120314786132,0.258523257118808
"HeLa","Golgi",2.40987165305578,0.685622897437772,0.129281675338027
"HeLa","Golgi",2.47500331935459,0.648200048329007,0.173384588308047
"HeLa","Golgi",2.5401349856534,0.654974005165623,0.269128003010236
"HeLa","Golgi",2.6052666519522,0.680669960521332,0.186234573405221
"HeLa","Golgi",2.670398318251,0.734315902404305,0.0352422368187705
"HeLa","Golgi",2.73552998454981,0.593415227538301,0.197160067754612
"HeLa","Golgi",2.80066165084861,0.456785348576293,0.293083903464406
"HeLa","Golgi",2.86579331714742,0.359506108540826,0.250304077883486
"HeLa","Golgi",2.93092498344622,0.362483802351668,0.220835313308064
"HeLa","Golgi",2.99605664974503,0.570151253183478,0.233384596725897
"HeLa","Golgi",3.06118831604384,0.838742793917988,0.241222887167387
"HeLa","Golgi",3.12631998234264,0.857652929115126,0.168453080766854
"HeLa","Golgi",3.19145164864144,0.871586400751913,0.226588738772789
"HeLa","Golgi",3.25658331494025,0.886302851637766,0.180400960826005
"HeLa","Golgi",3.32171498123905,0.680029341135733,0.14161044419101
"HeLa","Golgi",3.38684664753786,0.493205746979815,0.176972961681516
"HeLa","Golgi",3.45197831383667,0.355092952773364,0.228453089184703
"HeLa","Golgi",3.51710998013547,0.256046077766521,0.217246939934594
"HeLa","Golgi",3.58224164643427,0.211119677520873,0.165185455851348
"HeLa","Golgi",3.64737331273308,0.233624399270542,0.156284686142853
"HeLa","Golgi",3.71250497903188,0.334516020841472,0.299538966180927
"HeLa","Golgi",3.77763664533069,0.385753708367469,0.155061832646866
"HeLa","Golgi",3.8427683116295,0.336532785573914,0.115730052989057
"HeLa","Golgi",3.9078999779283,0.338128402376935,0.23663217486278
"HeLa","Golgi",3.9730316442271,0.303380732369145,0.207925187875022
