path,obj1,total1,obj2,total2,ch12,ch21
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/MitoCell2/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish4_before-600box_peaks_clust_ch1.tif,344,46243,2,507,0,0
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/MitoCell3/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish4_after001-600box_peaks_clust_ch1.tif,271,35511,116,15456,159,123
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/MitoCell3/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish4_before001-600box_peaks_clust_ch1.tif,241,36529,3,500,0,0
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/MitoCell4/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish5_after001-600box_peaks_clust_ch1.tif,229,13190,199,21093,154,130
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/MitoCell4/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish5_before001-600box_peaks_clust_ch1.tif,193,19925,4,1321,0,0
LD347n6/LBRFKBPGFPStarFRB/IntCell1/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_after003-600box_peaks_clust_ch1.tif,0,0,395,20996,0,0
LD347n6/LBRFKBPGFPStarFRB/IntCell1/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_before002-600box_peaks_clust_ch1.tif,2,58,18,2922,0,0
LD347n6/LBRFKBPGFPStarFRB/IntCell2/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish2_after002-800box_peaks_clust_ch1.tif,0,0,771,48841,0,0
LD347n6/LBRFKBPGFPStarFRB/IntCell2/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish2_before002-800box_peaks_clust_ch1.tif,0,0,33,3188,0,0
LD347n6/LBRFKBPGFPStarFRB/IntCell3/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish3_after-600box_peaks_clust_ch1.tif,0,0,208,17276,0,0
LD347n6/LBRFKBPGFPStarFRB/IntCell3/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish3_before002-600box_peaks_clust_ch1.tif,0,0,1,55,0,0
LD347n6/LBRFKBPGFPStarFRB/IntCell4/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish3_after001-700box_peaks_clust_ch1.tif,0,0,300,21455,0,0
LD347n6/LBRFKBPGFPStarFRB/IntCell4/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish3_before-700box_peaks_clust_ch1.tif,0,0,4,1205,0,0
LD347n6/LBRFKBPGFPStarFRB/IntCell5/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish3_after002-600box_peaks_clust_ch1.tif,0,0,358,22121,0,0
LD347n6/LBRFKBPGFPStarFRB/IntCell5/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish3_before001-600box_peaks_clust_ch1.tif,0,0,16,1553,0,0
LD347n6/LBRFKBPGFPStarFRB/MitoCell1/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_after-600box_peaks_clust_ch1.tif,0,0,98,4160,0,0
LD347n6/LBRFKBPGFPStarFRB/MitoCell1/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_before-600box_peaks_clust_ch1.tif,0,0,0,0,0,0
LD347n6/LBRFKBPGFPStarFRB/MitoCell2/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_after001-600box_peaks_clust_ch1.tif,0,0,139,6255,0,0
LD347n6/LBRFKBPGFPStarFRB/MitoCell2/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_before001-600box_peaks_clust_ch1.tif,0,0,0,0,0,0
LD347n6/LBRFKBPGFPStarFRB/MitoCell3/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_after002-600box_peaks_clust_ch1.tif,0,0,162,11850,0,0
LD347n6/LBRFKBPGFPStarFRB/MitoCell3/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_before003-600box_peaks_clust_ch1.tif,0,0,1,21,0,0
LD347n6/LBRFKBPGFPStarFRB/MitoCell4/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish2_after-600box_peaks_clust_ch1.tif,0,0,182,17197,0,0
LD347n6/LBRFKBPGFPStarFRB/MitoCell4/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish2_before-600box_peaks_clust_ch1.tif,0,0,8,1310,0,0
LD347n6/LBRFKBPGFPStarFRB/MitoCell5/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish2_after001-600box_peaks_clust_ch1.tif,0,0,248,30729,0,0
LD347n6/LBRFKBPGFPStarFRB/MitoCell5/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish2_before001-600box_peaks_clust_ch1.tif,0,0,26,5476,0,0
