"organelle","prot","cond","real","ch1","ch2"
"Mitochondria","LBR","Control",1.75855499006774,0.674860841690681,0.93480539445182
"Mitochondria","LBR","Control",1.82368665636654,0.700934590443335,0.984751988979506
"Mitochondria","LBR","Control",1.88881832266534,0.709177825333141,0.986117904642117
"Mitochondria","LBR","Control",1.95394998896415,0.693632716258341,0.961290183042681
"Mitochondria","LBR","Control",2.01908165526295,0.668092346366577,0.963284985575531
"Mitochondria","LBR","Control",2.08421332156176,0.656196113869911,0.994782568187641
"Mitochondria","LBR","Control",2.14934498786057,0.619845696910111,0.960508233759579
"Mitochondria","LBR","Control",2.21447665415937,0.586517171443626,1
"Mitochondria","LBR","Control",2.27960832045818,0.608360978567707,0.977534763468661
"Mitochondria","LBR","Control",2.34473998675698,0.646020116507369,0.925358781623194
"Mitochondria","LBR","Control",2.40987165305578,0.686840083480268,0.882835714119342
"Mitochondria","LBR","Control",2.47500331935459,0.720394088089933,0.841031374467193
"Mitochondria","LBR","Control",2.5401349856534,0.728178122635928,0.764456911267058
"Mitochondria","LBR","Control",2.6052666519522,0.74591856258518,0.745405632031305
"Mitochondria","LBR","Control",2.670398318251,0.774117584723935,0.692812055994224
"Mitochondria","LBR","Control",2.73552998454981,0.782833560480512,0.624855672127002
"Mitochondria","LBR","Control",2.80066165084861,0.780640584479617,0.58330754564421
"Mitochondria","LBR","Control",2.86579331714742,0.800143058568649,0.614131320895349
"Mitochondria","LBR","Control",2.93092498344622,0.833751225270148,0.611640729242574
"Mitochondria","LBR","Control",2.99605664974503,0.895066245536779,0.603822900133431
"Mitochondria","LBR","Control",3.06118831604384,0.981523073345481,0.601134325577062
"Mitochondria","LBR","Control",3.12631998234264,1,0.643151621629716
"Mitochondria","LBR","Control",3.19145164864144,0.98696106510931,0.641058659506008
"Mitochondria","LBR","Control",3.25658331494025,0.969950047244651,0.690183375425497
"Mitochondria","LBR","Control",3.32171498123905,0.93984240008713,0.718391779882941
"Mitochondria","LBR","Control",3.38684664753786,0.882897436425773,0.706261583663582
"Mitochondria","LBR","Control",3.45197831383667,0.831086097120873,0.771556012524498
"Mitochondria","LBR","Control",3.51710998013547,0.759628047721513,0.800210294445498
"Mitochondria","LBR","Control",3.58224164643427,0.656692403472261,0.838003400647521
"Mitochondria","LBR","Control",3.64737331273308,0.603682433526335,0.82457217391883
"Mitochondria","LBR","Control",3.71250497903188,0.600657009722684,0.731475288738932
"Mitochondria","LBR","Control",3.77763664533069,0.578315735559474,0.67919781985885
"Mitochondria","LBR","Control",3.8427683116295,0.582543911032877,0.664590341761748
"Mitochondria","LBR","Control",3.9078999779283,0.610450928850439,0.652328711513954
"Mitochondria","LBR","Control",3.9730316442271,0.671432734508612,0.612342819875487
"Mitochondria","LBR","Control",4.03816331052591,0.711386108012163,0.564264585017852
"Mitochondria","LBR","Control",4.10329497682472,0.71177937189635,0.570510196951396
"Mitochondria","LBR","Control",4.16842664312352,0.704735356365959,0.537946168614885
"Mitochondria","LBR","Control",4.23355830942232,0.688530882694917,0.507443491686382
"Mitochondria","LBR","Control",4.29868997572113,0.67488615658143,0.503708436068159
"Mitochondria","LBR","Control",4.36382164201993,0.647641446952058,0.493316829212294
"Mitochondria","LBR","Control",0.065131666298805,0.674679516426715,0.486899853925219
