"file","B488-530/30-A","trans"
"clon 5",837.000061035156,2.92324405026182
"clon 5",514.080017089844,2.71187470143182
"clon 5",75.6000061035156,1.88422880423734
"clon 5",947.160034179688,2.9768816454556
"clon 5",450.360015869141,2.65452308408043
"clon 5",2296.080078125,3.36117613532633
"clon 5",570.240051269531,2.75681864946063
"clon 5",589.680053710938,2.77135230569859
"clon 5",8.64000034332275,0.984077049369965
"clon 5",1752.84008789062,3.24398999261456
"clon 5",382.320007324219,2.58356148777441
"clon 5",763.56005859375,2.88341160628382
"clon 5",129.600006103516,2.11594319723556
"clon 5",914.760009765625,2.96178167444247
"clon 5",605.880004882812,2.78310282885295
"clon 5",1121.0400390625,3.05000835463284
"clon 5",1057.32006835938,3.02461703149942
"clon 5",766.800048828125,2.88524813540028
"clon 5",609.119995117188,2.7854152581128
"clon 5",1105.92004394531,3.04411625165791
"clon 5",906.120056152344,2.95766476917037
"clon 5",785.160034179688,2.89551096192568
"clon 5",638.280029296875,2.80569113756129
"clon 5",717.120056152344,2.85619705617245
"clon 5",1207.44006347656,3.08222511502757
"clon 5",4939.92041015625,3.6938078581986
"clon 5",1467.72009277344,3.16693903626214
"clon 5",430.920013427734,2.63540332796474
"clon 5",848.880004882812,2.92935761171897
"clon 5",328.320007324219,2.51761811639838
"clon 5",321.840026855469,2.50898737476373
"clon 5",14.0400009155273,1.17724786269236
"clon 5",740.880004882812,2.87033366615296
"clon 5",389.880004882812,2.5920434550545
"clon 5",940.680053710938,2.97390337146567
"clon 5",492.480010986328,2.69326956573077
"clon 5",778.680053710938,2.89191642395509
"clon 5",758.160034179688,2.88033333667939
"clon 5",692.280029296875,2.84090869004287
"clon 5",505.440032958984,2.70452802837975
"clon 5",937.440063476562,2.97240654021509
"clon 5",52.9200019836426,1.73174989950436
"clon 5",1497.96008300781,3.17579006783143
"clon 5",1829.52001953125,3.26257448291676
"clon 5",1135.080078125,3.05540894428179
"clon 5",139.320007324219,2.14711959869063
"clon 5",562.679992675781,2.75103262019413
"clon 5",565.920043945312,2.75352181211702
"clon 5",156.600006103516,2.19755622997285
"clon 5",54.0000038146973,1.7403627196161
"clon 5",577.800048828125,2.7625285590845
"clon 5",480.600006103516,2.68268648375376
"clon 5",666.360046386719,2.8243602026886
"clon 5",919.080017089844,2.96382559850798
"clon 5",469.800018310547,2.67283647106216
"clon 5",582.119995117188,2.76575793358392
"clon 5",1411.56005859375,3.15000692202164
"clon 5",265.680023193359,2.42599048422444
"clon 5",288.360015869141,2.46143851957123
"clon 5",453.600006103516,2.65762943721984
"clon 5",491.400024414062,2.69231806579237
"clon 5",603.720031738281,2.78155435512704
"clon 5",892.080017089844,2.95089037201704
"clon 5",1076.76000976562,3.03252206508268
"clon 5",60.4800033569336,1.78873388254107
"clon 5",1305.72009277344,3.11618256907811
"clon 5",976.320068359375,2.99003681669545
"clon 5",671.760009765625,2.82786016820262
"clon 5",541.080017089844,2.73406339800635
"clon 5",520.559997558594,2.7173042746223
"clon 5",765.720031738281,2.88463681001475
"clon 5",729,2.86332286012046
"clon 5",642.600036621094,2.80861606013852
"clon 5",926.640014648438,2.96737947408216
"clon 5",118.800003051758,2.07845682911641
"clon 5",81,1.91381385238372
"clon 5",62.6400032043457,1.80373019284176
"clon 5",460.080017089844,2.6637763005849
"clon 5",77.7600021362305,1.89630571924558
"clon 5",1389.96008300781,3.14331466703145
"clon 5",54.0000038146973,1.7403627196161
"clon 5",37.8000030517578,1.58883175975301
"clon 5",2590.92016601562,3.41362162065811
"clon 5",382.320007324219,2.58356148777441
"clon 5",1098.35998535156,3.04113992541007
"clon 5",11134.80078125,4.04672145283602
"clon 5",-37.8000030517578,NA
"clon 5",22.6800003051758,1.37438170364785
"clon 5",659.880004882812,2.82012261236306
"clon 5",815.400024414062,2.91190300903141
"clon 5",916.920043945312,2.96280485333016
"clon 5",48.6000022888184,1.69548169653095
"clon 5",667.440002441406,2.82506243212459
"clon 5",383.400024414062,2.58478340657947
"clon 5",537.840026855469,2.73145984910884
"clon 5",591.840026855469,2.77293751827695
"clon 5",258.119995117188,2.41350092681835
"clon 5",51.8400039672852,1.72296284154979
"clon 5",2279.88012695312,3.3581024612649
"clon 5",1310.0400390625,3.11761595521287
"clon 5",10324.80078125,4.01392374181924
"clon 5",2394.36010742188,3.37937081249377
"clon 5",536.760009765625,2.73058850301211
"clon 5",2323.080078125,3.3662510879561
"clon 5",33.4799995422363,1.53756725138689
"clon 5",538.920043945312,2.73232945048154
"clon 5",1731.24011230469,3.23860809104238
"clon 5",574.559997558594,2.76009060207612
"clon 5",977.400024414062,2.9905164548652
"clon 5",772.200012207031,2.88829185221302
"clon 5",816.480041503906,2.91247715831027
"clon 5",1899.72009277344,3.27891816572691
"clon 5",100.440002441406,2.00620925099004
"clon 5",540,2.73319726510657
"clon 5",761.400024414062,2.88218290153753
"clon 5",47.5200004577637,1.6859207962919
"clon 5",1778.76000976562,3.25036144418454
"clon 5",86.4000015258789,1.94151144021656
"clon 5",615.600036621094,2.7900035461841
"clon 5",679.320007324219,2.83271324318273
"clon 5",678.240051269531,2.83202328608826
"clon 5",659.880004882812,2.82012261236306
"clon 5",886.680053710938,2.94825646133507
"clon 5",506.52001953125,2.70545317801475
"clon 5",392.040008544922,2.59443676056858
"clon 5",52.9200019836426,1.73174989950436
"clon 5",39.9600028991699,1.61235997870736
"clon 5",1723.68005371094,3.23670854068728
"clon 5",662.0400390625,2.82153975497923
"clon 5",1070.28002929688,3.02990300891038
"clon 5",1178.28002929688,3.07161694397382
"clon 5",871.56005859375,2.94079532929102
"clon 5",514.080017089844,2.71187470143182
"clon 5",591.840026855469,2.77293751827695
"clon 5",51.8400039672852,1.72296284154979
"clon 5",721.440002441406,2.85880178542087
"clon 5",950.400024414062,2.9783631582284
"clon 5",21.6000003814697,1.35410844647794
"clon 5",670.680053710938,2.82716245163069
"clon 5",1658.88012695312,3.22007672533971
"clon 5",720.360046386719,2.85815208459408
"clon 5",589.680053710938,2.77135230569859
"clon 5",655.559997558594,2.81727441880027
"clon 5",885.600036621094,2.94772774490189
"clon 5",216.000015258789,2.33645976438681
"clon 5",1263.60009765625,3.10195321101474
"clon 5",552.960021972656,2.74347842382021
"clon 5",197.640014648438,2.29806673857296
"clon 5",405.000030517578,2.60852606622157
"clon 5",63.7200012207031,1.81103851679557
"clon 5",808.920043945312,2.90844214704247
"clon 5",359.640014648438,2.55707391200614
"clon 5",9.72000026702881,1.03019479617477
"clon 5",1773.36010742188,3.24904176476017
"clon 5",408.240020751953,2.61197809801629
"clon 5",627.480041503906,2.79829149045101
"clon 5",665.280029296875,2.82365679616451
"clon 5",785.160034179688,2.89551096192568
"clon 5",752.760009765625,2.87723309252083
"clon 5",412.560028076172,2.61653855613798
"clon 5",1404,3.1476763242411
"clon 5",991.440063476562,2.9967042878408
"clon 5",698.760009765625,2.84494911957819
"clon 5",570.240051269531,2.75681864946063
"clon 5",93.9600067138672,1.97754073665205
"clon 5",624.240051269531,2.7960467900257
"clon 5",1132.92004394531,3.05458243224862
"clon 5",973.080017089844,2.98859463403796
"clon 5",589.680053710938,2.77135230569859
"clon 5",432.000030517578,2.63648792696218
"clon 5",527.0400390625,2.72266685451228
"clon 5",1318.68005371094,3.12046865260716
"clon 5",2791.80004882812,3.44603984339914
"clon 5",609.119995117188,2.7854152581128
"clon 5",655.559997558594,2.81727441880027
"clon 5",716.0400390625,2.85554340707423
"clon 5",504.360015869141,2.70360087752388
"clon 5",152.279998779297,2.1854854882758
"clon 5",27.0000019073486,1.44715806092618
"clon 5",1013.0400390625,3.00605510332139
"clon 5",1310.0400390625,3.11761595521287
"clon 5",613.440002441406,2.78847948220906
"clon 5",14.0400009155273,1.17724786269236
"clon 5",538.920043945312,2.73232945048154
"clon 5",565.920043945312,2.75352181211702
"clon 5",68.0400009155273,1.83910078846626
"clon 5",1609.20007324219,3.20687984206079
"clon 5",1194.48010253906,3.07754235215451
"clon 5",903.960021972656,2.95662939398955
"clon 5",1307.88000488281,3.11689983325359
"clon 5",1056.23999023438,3.02417358201326
"clon 5",987.120056152344,2.99480971438204
"clon 5",919.080017089844,2.96382559850798
"clon 5",1330.56005859375,3.12436075960532
"clon 5",982.800048828125,2.99290683977829
"clon 5",100.440002441406,2.00620925099004
"clon 5",1189.080078125,3.07557618518894
"clon 5",1374.84008789062,3.13856795934825
"clon 5",1348.92004394531,3.13030804590116
"clon 5",573.480041503906,2.75927494509517
"clon 5",84.2400054931641,1.93064346902962
"clon 5",197.640014648438,2.29806673857296
"clon 5",1050.84008789062,3.02194971869071
"clon 5",157.68000793457,2.2005222135184
"clon 5",492.480010986328,2.69326956573077
"clon 5",118.800003051758,2.07845682911641
"clon 5",571.320007324219,2.75763892836274
"clon 5",1112.40002441406,3.04665122649391
"clon 5",1653.48010253906,3.2186615485225
"clon 5",895.320007324219,2.95246309069228
"clon 5",1319.76000976562,3.12082391079907
"clon 5",648,2.81224469680037
"clon 5",622.080017089844,2.79454382314246
"clon 5",1877.0400390625,3.27370484701345
"clon 5",462.240020751953,2.66580607239667
"clon 5",567,2.75434833571102
"clon 5",1672.92004394531,3.22373470974885
"clon 5",48.6000022888184,1.69548169653095
"clon 5",9669.240234375,3.985437263242
"clon 5",1045.44006347656,3.01971435847801
"clon 5",66.9599990844727,1.83225336434638
"clon 5",682.559997558594,2.834776639555
"clon 5",1028.16003417969,3.0124829127188
"clon 5",149.040008544922,2.17620708021217
"clon 5",131.760009765625,2.12306727568261
"clon 5",683.640014648438,2.83546227843195
"clon 5",655.559997558594,2.81727441880027
"clon 5",569.160034179688,2.75599677182378
"clon 5",461.160003662109,2.66479235797466
"clon 5",793.800048828125,2.90025788511843
"clon 5",216.000015258789,2.33645976438681
"clon 5",83.1600036621094,1.9251057457074
"clon 5",1564.92004394531,3.19476958316263
"clon 5",1569.24011230469,3.19596606736187
"clon 5",547.559997558594,2.73922413452446
"clon 5",1535.76000976562,3.18660605060163
"clon 5",602.640014648438,2.78077802097269
"clon 5",704.160034179688,2.84828769014589
"clon 5",729,2.86332286012046
"clon 5",980.640014648438,2.99195225325075
"clon 5",82.0800018310547,1.91949649743476
"clon 5",517.320007324219,2.71459797307415
"clon 5",6699.240234375,3.82609037443113
"clon 5",43.2000007629395,1.64542227684548
"clon 5",675,2.82994669594164
"clon 5",58.3200035095215,1.77320116805031
"clon 5",579.960021972656,2.76414624799439
"clon 5",562.679992675781,2.75103262019413
"clon 5",185.760009765625,2.2712838879679
"clon 5",209.520004272461,2.32329337015916
"clon 5",657.720031738281,2.81870087057848
"clon 5",2160,3.33465476688324
"clon 5",1146.96008300781,3.0599267869898
"clon 5",1362.96008300781,3.13480166065542
"clon 5",2197.80004882812,3.34218573793795
"clon 5",76.6800003051758,1.89030921860613
"clon 5",436.320007324219,2.64079934670626
"clon 5",505.440032958984,2.70452802837975
"clon 5",767.880004882812,2.88585856700097
"clon 5",854.280029296875,2.93210833141481
"clon 5",965.52001953125,2.98521085400028
"clon 5",775.440002441406,2.89010790228566
"clon 5",659.880004882812,2.82012261236306
"clon 5",852.120056152344,2.931010151983
"clon 5",822.960021972656,2.91590614051038
"clon 5",3487.32006835938,3.54261632647412
"clon 5",-28.0800018310547,NA
"clon 5",677.160034179688,2.83133219203797
"clon 5",333.720001220703,2.52468166443501
