"trace","t","mean_intensity","area"
"263",136.0425,161.911764705882,0.144232568784026
"263",137.0427,161.678571428571,0.120900829716022
"263",138.0421,159.65625,0.135748300032025
"263",139.042,159.407407407407,0.114537628152021
"263",140.0414,158.285714285714,0.148474703160027
"263",141.043,161.588235294118,0.142111501596026
"263",142.0421,161.512820512821,0.163322173476029
"263",143.042,161.90243902439,0.171806442228031
"263",144.042,158.571428571429,0.118779762528021
"263",145.0429,157.137931034483,0.120900829716022
"263",146.0427,159.628571428571,0.150595770348027
"263",147.0427,156.741935483871,0.133627232844024
"263",148.0426,162.242424242424,0.137869367220025
"263",149.0414,157.72972972973,0.156958971912028
"263",150.0416,158.821428571429,0.11029549377602
"263",151.0423,155.75,0.135748300032025
"263",152.0419,157.90625,0.135748300032025
"263",153.0414,162.933333333333,0.127264031280023
"263",154.0415,161.28,0.103932292212019
"263",155.0426,162.181818181818,0.135748300032024
"263",156.0417,163.035714285714,0.120900829716022
"263",157.0419,164.428571428571,0.118779762528021
"263",158.0414,163.315789473684,0.163322173476029
"263",159.042,165.054054054054,0.152716837536027
"263",160.0428,165.4375,0.135748300032025
"263",161.0419,164.96875,0.133627232844024
"263",162.0418,162.170731707317,0.171806442228031
"263",163.0416,163.766666666667,0.127264031280023
"263",164.0418,160.189189189189,0.154837904724028
"263",165.0427,160.333333333333,0.135748300032024
"263",166.0419,159.368421052632,0.16756430785203
"263",167.0416,159.470588235294,0.144232568784026
"263",168.0426,161.277777777778,0.152716837536027
"263",169.0427,162.317073170732,0.173927509416031
"263",170.0423,165.777777777778,0.120900829716022
"263",171.0417,163.46511627907,0.182411778168033
"263",172.0419,163.612244897959,0.207864584424037
"263",173.0423,161.15,0.17180644222803
"263",174.0426,162.913043478261,0.195138181296035
"263",175.0417,160.780487804878,0.173927509416031
"263",176.0424,164.675,0.16968537504003
"263",177.0419,158.833333333333,0.203622450048037
"263",178.0426,166.684210526316,0.161201106288029
"263",179.0415,163.175,0.16968537504003
"263",180.0419,164.371428571429,0.156958971912028
"263",181.0418,161.886363636364,0.184532845356033
"263",182.0425,161.944444444444,0.150595770348027
"263",183.0424,163.75,0.118779762528021
"263",184.0416,164.25641025641,0.16544324066403
"263",185.0424,157.53125,0.131506165656024
"263",186.0423,159.225,0.173927509416031
"263",187.0424,158.714285714286,0.146353635972026
"263",188.0415,164.085714285714,0.156958971912028
"263",189.0415,160.777777777778,0.154837904724027
"263",190.0425,160.631578947368,0.161201106288029
"263",191.0424,161.103448275862,0.125142964092022
"263",192.0423,159.638888888889,0.154837904724027
"263",193.0416,166.257142857143,0.152716837536027
"263",194.0417,157.147058823529,0.146353635972026
"263",195.0416,160.6,0.154837904724027
"263",196.0426,163.657142857143,0.150595770348026
"263",197.0414,158.757575757576,0.139990434408025
"263",198.0411,160.378378378378,0.159080039100028
"263",199.0414,160.314285714286,0.150595770348026
"263",200.0422,158.361111111111,0.159080039100029
"263",201.0422,160.857142857143,0.146353635972026
"263",202.0425,157.236842105263,0.159080039100028
"263",203.0416,159.272727272727,0.146353635972026
"263",204.0425,163.757575757576,0.146353635972026
"263",205.0411,158.875,0.135748300032024
"263",206.0421,159.25641025641,0.16756430785203
"263",207.042,158.034482758621,0.125142964092022
"263",208.0411,159.911764705882,0.142111501596025
"263",209.0425,160.806451612903,0.131506165656023
"263",210.0415,162.461538461538,0.11241656096402
"263",211.0423,156.633333333333,0.127264031280022
"263",212.0424,154.291666666667,0.101811225024018
"263",213.0423,158.612903225806,0.129385098468023
"263",214.0413,158.133333333333,0.129385098468023
"263",215.042,159.666666666667,0.127264031280022
"263",216.0414,161.111111111111,0.11453762815202
"263",217.0424,159.111111111111,0.118779762528021
"263",218.0424,158.382352941176,0.137869367220024
"263",219.0421,160.65625,0.137869367220024
"263",220.0421,159.147058823529,0.144232568784026
"265",74.0427,158,0.0127264031280022
"265",75.0419,154.466666666667,0.0572688140760101
"265",76.0429,160.666666666667,0.0657530828280115
"265",77.0425,158.444444444444,0.0699952172040123
"265",78.0426,161.666666666667,0.0912058890840161
"265",79.0425,160.190476190476,0.0869637547080153
"265",80.0423,157.1875,0.0657530828280115
"265",81.0424,163.761904761905,0.091205889084016
"265",82.0426,160.84,0.0975690906480171
"265",83.0418,165.366666666667,0.135748300032024
"265",84.0429,164.875,0.167564307852029
"265",85.0431,170.906976744186,0.182411778168032
"265",86.0418,176.162162162162,0.159080039100028
"265",87.0421,174.26,0.218469920364039
"265",88.0427,175.261904761905,0.176048576604031
"265",89.0427,177.833333333333,0.229075256304041
"265",90.0425,174.653846153846,0.220590987552039
"265",91.0425,176.589285714286,0.246043793808044
"265",92.0433,173.688524590164,0.256649129748046
"265",93.0423,180.109090909091,0.239680592244043
"265",94.0419,174,0.260891264124046
"265",95.0424,178.736842105263,0.237559525056042
"265",96.0418,176.875,0.239680592244043
"265",97.0422,178.384615384615,0.275738734440049
"265",98.0426,178.0625,0.273617667252049
"265",99.0422,175.130434782609,0.294828339132053
"265",100.0423,183.078125,0.275738734440049
"265",101.0432,185.483870967742,0.265133398500047
"265",102.0424,185.52380952381,0.265133398500047
"265",103.0422,179.533333333333,0.320281145388057
"265",104.0422,186.597222222222,0.303312607884054
"265",105.0422,181.756756756757,0.313917943824056
"265",106.0422,182.652777777778,0.311796876636056
"265",107.0421,187.985294117647,0.292707271944052
"265",108.0416,187.071428571429,0.296949406320053
"265",109.0427,185.487804878049,0.345733951644062
"265",110.0421,190.208333333333,0.313917943824056
"265",111.0423,183.767123287671,0.309675809448055
"265",112.0419,188.948717948718,0.330886481328059
"265",113.043,187.7625,0.33937075008006
"265",114.0416,187.144736842105,0.320281145388057
"265",115.0421,189.626506024096,0.352097153208063
"265",116.0419,192.101265822785,0.345733951644062
"265",117.0424,191.060975609756,0.349976086020063
"265",118.0416,182.923913043478,0.383913161028069
"265",119.0421,181.333333333333,0.381792093840068
"265",120.043,184.655555555556,0.375428892276067
"265",121.0416,187.287356321839,0.369065690712066
"265",122.0422,185.036585365854,0.345733951644062
"265",123.0428,185.725274725275,0.379671026652068
"265",124.0411,188.274725274725,0.38815529540407
"265",125.042,191.045454545455,0.373307825088067
"265",126.0415,189.195402298851,0.375428892276067
"265",127.0421,183.423529411765,0.360581421960064
"265",128.0416,188.180722891566,0.349976086020062
"265",129.0429,184.034482758621,0.371186757900067
"265",130.0428,185.355555555556,0.381792093840069
"265",131.0419,185.793103448276,0.373307825088067
"265",132.0422,185.866666666667,0.386034228216069
"265",133.0415,183.267441860465,0.364823556336066
"265",134.0415,189.218390804598,0.377549959464068
"265",135.0425,186.411764705882,0.358460354772064
"265",136.0425,184.860215053763,0.394518496968071
"265",137.0427,187.141025641026,0.339370750080061
"265",138.0421,184.957446808511,0.396639564156071
"276",76.0429,171.378378378378,0.156958971912027
"276",77.0425,164.384615384615,0.165443240664029
"276",78.0426,166.97619047619,0.180290710980031
"276",79.0425,161.942857142857,0.144232568784025
"276",80.0423,166.439024390244,0.17392750941603
"276",81.0424,165.166666666667,0.178169643792031
"276",82.0426,168.378378378378,0.159080039100028
"276",83.0418,168.837837837838,0.150595770348026
"276",84.0429,169.425,0.180290710980031
"276",85.0431,164.31914893617,0.193017114108034
"276",86.0418,165.432432432432,0.154837904724027
"276",87.0421,163.860465116279,0.184532845356033
"276",88.0427,168.645161290323,0.133627232844024
"276",89.0427,163.35,0.152716837536027
"276",90.0425,163.974358974359,0.163322173476029
"276",91.0425,160.431818181818,0.184532845356033
"276",92.0433,164.54347826087,0.195138181296034
"276",93.0423,161.886363636364,0.186653912544033
"276",94.0419,165.774193548387,0.133627232844024
"276",95.0424,166.428571428571,0.11665869534002
"276",96.0418,161.621621621622,0.152716837536027
"276",97.0422,166.473684210526,0.159080039100028
"276",98.0426,169.391304347826,0.0996901578360174
"276",99.0422,165.857142857143,0.150595770348026
"276",100.0423,168.5,0.161201106288028
"276",101.0432,170.375,0.135748300032024
"276",102.0424,164.3,0.165443240664029
"276",103.0422,162.162790697674,0.17392750941603
"276",104.0422,162.166666666667,0.127264031280022
"281",77.0425,146,0.0296949406320052
"281",78.0426,137.333333333333,0.0127264031280022
"281",79.0425,145.181818181818,0.0466634781360081
"281",80.0423,147.307692307692,0.0551477468880096
"281",81.0424,151,0.0212106718800037
"281",82.0426,153.357142857143,0.0615109484520107
"281",83.0418,152.277777777778,0.0784794859560137
"281",84.0429,153.882352941176,0.0699952172040122
"281",85.0431,156.608695652174,0.0996901578360174
"281",86.0418,162.5625,0.0678741500160118
"281",87.0421,156.210526315789,0.0806005531440141
"281",88.0427,158.782608695652,0.0996901578360174
"281",89.0427,157.5,0.120900829716021
"281",90.0425,160,0.106053359400018
"281",91.0425,160.44,0.106053359400018
"281",92.0433,159.161290322581,0.129385098468023
"281",93.0423,161,0.131506165656023
"281",94.0419,161.444444444444,0.11665869534002
"281",95.0424,163.346153846154,0.110295493776019
"281",96.0418,162.777777777778,0.159080039100028
"281",97.0422,161.214285714286,0.180290710980031
"281",98.0426,160.875,0.17180644222803
"281",99.0422,165.5,0.125142964092022
"281",100.0423,163.377777777778,0.193017114108034
"281",101.0432,161.372093023256,0.182411778168032
"281",102.0424,162.333333333333,0.205743517236036
"281",103.0422,162.142857142857,0.205743517236036
"281",104.0422,165.146341463415,0.182411778168032
"281",105.0422,162.545454545455,0.182411778168032
"281",106.0422,162.541666666667,0.203622450048035
"281",107.0421,166.826086956522,0.195138181296034
"281",108.0416,161.755102040816,0.207864584424036
"281",109.0427,165.622641509434,0.222712054740039
"281",110.0421,165.311111111111,0.193017114108034
"281",111.0423,167.857142857143,0.207864584424036
"281",112.0419,161.88,0.220590987552038
"281",113.043,164.490196078431,0.216348853176038
"281",114.0416,168.730769230769,0.222712054740039
"281",115.0421,161.25,0.220590987552038
"281",116.0419,167.854166666667,0.203622450048035
"281",117.0424,164.176470588235,0.222712054740039
"281",118.0416,162.272727272727,0.23119632349204
"281",119.0421,168.166666666667,0.209985651612037
"281",120.043,166.333333333333,0.22907525630404
"281",121.0416,165.450980392157,0.216348853176038
"281",122.0422,164.576923076923,0.220590987552038
"281",123.0428,167.333333333333,0.199380315672035
"281",124.0411,168.755102040816,0.214227785988037
"281",125.042,166.788461538462,0.218469920364038
"281",126.0415,167.617021276596,0.199380315672035
"281",127.0421,167.84,0.212106718800037
"281",128.0416,165.04,0.212106718800037
"281",129.0429,167.98,0.220590987552038
"281",130.0428,166.142857142857,0.235438457868041
"281",131.0419,164.607843137255,0.216348853176038
"281",132.0422,164.092592592593,0.22695418911604
"281",133.0415,162.555555555556,0.22695418911604
"281",134.0415,162.56862745098,0.216348853176038
"281",135.0425,167.396226415094,0.224833121928039
"281",136.0425,168,0.22907525630404
"281",137.0427,172.413793103448,0.246043793808043
"281",138.0421,168.903846153846,0.218469920364038
"281",139.042,160.962264150943,0.222712054740039
"281",140.0414,163.087719298246,0.241801659432042
"281",141.043,163.941176470588,0.214227785988037
"281",142.0421,167.714285714286,0.214227785988037
"281",143.042,160.839285714286,0.239680592244042
"281",144.042,167.020833333333,0.218469920364038
"281",145.0429,167.224489795918,0.205743517236036
"281",146.0427,164.884615384615,0.218469920364038
"281",147.0427,166.470588235294,0.218469920364038
"281",148.0426,166.54,0.220590987552039
"281",149.0414,163.934782608696,0.195138181296034
"281",150.0416,167,0.216348853176038
"281",151.0423,165.760869565217,0.188774979732033
"281",152.0419,165.448979591837,0.205743517236036
"281",153.0414,163.642857142857,0.16968537504003
"281",154.0415,169.162790697674,0.184532845356033
"281",155.0426,166.461538461538,0.16756430785203
"281",156.0417,168.575,0.17180644222803
"281",157.0419,162.974358974359,0.165443240664029
"281",158.0414,162.551020408163,0.205743517236037
"281",159.042,161.243902439024,0.173927509416031
"281",160.0428,166.441860465116,0.182411778168033
"281",161.0419,162.788461538462,0.214227785988039
"281",162.0418,161.782608695652,0.195138181296035
"281",163.0416,164.410256410256,0.171806442228031
"281",164.0418,160.674418604651,0.182411778168033
"281",165.0427,161.348837209302,0.182411778168033
"281",166.0419,161.02,0.209985651612038
"281",167.0416,165.878048780488,0.171806442228031
"281",168.0426,161,0.154837904724028
"281",169.0427,160.342105263158,0.159080039100029
"281",170.0423,159.205882352941,0.150595770348028
"281",171.0417,160.212121212121,0.139990434408026
"281",172.0419,155.483870967742,0.129385098468024
"287",78.0426,149,0.016968537504003
"287",79.0425,148.5,0.016968537504003
"287",80.0423,149.125,0.0360581421960064
"287",81.0424,151.75,0.050905612512009
"287",82.0426,150.5,0.0763584187680134
"287",83.0418,147.538461538462,0.0530266797000094
"287",84.0429,153.722222222222,0.0784794859560138
"287",85.0431,157.235294117647,0.0742373515800131
"287",86.0418,150.944444444444,0.0763584187680134
"287",87.0421,161.3,0.0827216203320146
"287",88.0427,158.608695652174,0.0954480234600168
"287",89.0427,154.894736842105,0.0784794859560139
"287",90.0425,160,0.0699952172040123
"287",91.0425,155.9375,0.0657530828280116
"287",92.0433,156.421052631579,0.0784794859560138
"287",93.0423,157.1,0.0869637547080155
"287",94.0419,155.304347826087,0.0954480234600169
"287",95.0424,160.411764705882,0.0699952172040123
"287",96.0418,159.529411764706,0.0699952172040124
"287",97.0422,154.666666666667,0.101811225024018
"287",98.0426,157.047619047619,0.091205889084016
"287",99.0422,162,0.101811225024018
"287",100.0423,157.52380952381,0.0869637547080153
"287",101.0432,152.142857142857,0.116658695340021
"287",102.0424,160.95,0.084842687520015
"287",103.0422,158.777777777778,0.0763584187680134
"287",104.0422,152.555555555556,0.0742373515800131
"287",105.0422,158.047619047619,0.0890848218960157
"287",106.0422,154.444444444444,0.0784794859560138
"287",107.0421,153.947368421053,0.0806005531440141
"287",108.0416,158.823529411765,0.0721162843920127
"287",109.0427,152.35,0.0848426875200149
"287",110.0421,159.4,0.0890848218960158
"287",111.0423,160.636363636364,0.0954480234600168
"287",112.0419,151.941176470588,0.0699952172040123
"287",113.043,150.117647058824,0.074237351580013
"287",114.0416,156.117647058824,0.0699952172040123
"287",115.0421,153.32,0.101811225024018
"287",116.0419,162.142857142857,0.0890848218960157
"287",117.0424,158.739130434783,0.0954480234600167
"287",118.0416,155.434782608696,0.0933269562720164
"287",119.0421,154.409090909091,0.091205889084016
"287",120.043,156.36,0.106053359400019
"287",121.0416,156.739130434783,0.0975690906480171
"287",122.0422,159.125,0.103932292212018
"287",123.0428,159.95652173913,0.091205889084016
"287",124.0411,157.888888888889,0.11665869534002
"287",125.042,156.0625,0.137869367220024
"287",126.0415,155.37037037037,0.11453762815202
"287",127.0421,158.961538461538,0.103932292212018
"287",128.0416,157,0.133627232844023
"287",129.0429,157.538461538462,0.110295493776019
"287",130.0428,157.56,0.108174426588019
"287",131.0419,157.625,0.0975690906480171
"287",132.0422,156.107142857143,0.118779762528021
"287",133.0415,156.181818181818,0.0933269562720163
"287",134.0415,155.090909090909,0.139990434408025
"287",135.0425,159.863636363636,0.091205889084016
"287",136.0425,155.766666666667,0.125142964092022
"287",137.0427,159.84,0.108174426588019
"287",138.0421,161.217391304348,0.106053359400019
"287",139.042,155.461538461538,0.108174426588019
"287",140.0414,157,0.103932292212018
"287",141.043,154.727272727273,0.0933269562720163
"287",142.0421,156.04347826087,0.0996901578360174
"287",143.042,154.130434782609,0.0954480234600168
"287",144.042,155.692307692308,0.110295493776019
"287",145.0429,155.4,0.103932292212018
"287",146.0427,156.8,0.106053359400019
"287",147.0427,154.970588235294,0.144232568784025
"287",148.0426,154.766666666667,0.127264031280022
"287",149.0414,157.538461538462,0.108174426588019
"287",150.0416,154.4,0.106053359400019
"287",151.0423,155.12,0.108174426588019
"287",152.0419,156.423076923077,0.11241656096402
"287",153.0414,161.347826086957,0.0996901578360174
"287",154.0415,162,0.0848426875200149
"287",155.0426,160.814814814815,0.11453762815202
"287",156.0417,157.769230769231,0.11241656096402
"287",157.0419,155.064516129032,0.131506165656023
"287",158.0414,160.222222222222,0.11241656096402
"287",159.042,157.357142857143,0.120900829716021
"287",160.0428,159.884615384615,0.11241656096402
"287",161.0419,156.090909090909,0.142111501596025
"287",162.0418,156.294117647059,0.144232568784025
"287",163.0416,162.192307692308,0.118779762528021
"304",80.0423,151,0.0424213437600074
"304",81.0424,153.833333333333,0.0254528062560044
"304",82.0426,156.888888888889,0.0339370750080059
"304",83.0418,151.5,0.0678741500160118
"304",84.0429,149.846153846154,0.05726881407601
"304",85.0431,151.5625,0.0678741500160118
"304",86.0418,151.733333333333,0.0636320156400111
"304",87.0421,150.5,0.0593898812640103
"304",88.0427,156.727272727273,0.0466634781360081
"304",89.0427,153.384615384615,0.0530266797000095
"304",90.0425,157,0.0487845453240085
"304",91.0425,152.181818181818,0.0466634781360081
"304",92.0433,149,0.0275738734440048
"304",93.0423,153.125,0.0318160078200055
"304",94.0419,155.142857142857,0.0275738734440048
"304",95.0424,150.75,0.0318160078200055
"304",96.0418,155.142857142857,0.0275738734440048
"304",97.0422,153.333333333333,0.0360581421960063
"304",98.0426,150.7,0.040300276572007
"304",99.0422,149.333333333333,0.0275738734440048
"304",100.0423,155,0.0127264031280022
"304",101.0432,152.4,0.040300276572007
"304",102.0424,151.875,0.0339370750080059
"307",81.0424,151.285714285714,0.0275738734440048
"307",82.0426,155.5,0.0424213437600074
"307",83.0418,158,0.0593898812640103
"307",84.0429,154.4,0.0615109484520108
"307",85.0431,164,0.0699952172040124
"307",86.0418,164.217391304348,0.0996901578360175
"307",87.0421,160.333333333333,0.0869637547080152
"307",88.0427,156.35,0.0827216203320146
"307",89.0427,163.291666666667,0.101811225024018
"307",90.0425,158.888888888889,0.11241656096402
"307",91.0425,159.923076923077,0.103932292212018
"307",92.0433,165.147058823529,0.146353635972026
"307",93.0423,168.4375,0.137869367220024
"307",94.0419,164.028571428571,0.150595770348027
"307",95.0424,171.818181818182,0.148474703160026
"307",96.0418,167.085106382979,0.205743517236036
"307",97.0422,168.675,0.17180644222803
"307",98.0426,170.259259259259,0.22907525630404
"307",99.0422,172.381818181818,0.235438457868042
"307",100.0423,173.661016949153,0.250285928184045
"307",101.0432,174.628571428571,0.296949406320054
"307",102.0424,171.416666666667,0.305433675072055
"307",103.0422,177.25,0.271496600064049
"307",104.0422,174.262295081967,0.256649129748046
"307",105.0422,175.53125,0.269375532876048
"307",106.0422,180.414285714286,0.294828339132053
"307",107.0421,180.714285714286,0.326644346952059
"307",108.0416,180.115942028986,0.292707271944053
"307",109.0427,180.192771084337,0.345733951644062
"307",110.0421,186.467532467532,0.326644346952059
"307",111.0423,191.8375,0.343612884456062
"307",112.0419,179.871794871795,0.326644346952059
"307",113.043,180.25,0.337249682892061
"307",114.0416,183.041095890411,0.309675809448056
"307",115.0421,184.543209876543,0.343612884456062
"307",116.0419,184.35,0.345733951644062
"307",117.0424,182.443037974684,0.326644346952059
"307",118.0416,182.72972972973,0.311796876636056
"307",119.0421,179.405797101449,0.301191540696054
"307",120.043,179.283333333333,0.252406995372046
"307",121.0416,178.064102564103,0.33300754851606
"307",122.0422,179.983333333333,0.252406995372046
"307",123.0428,181.420289855072,0.290586204756052
"307",124.0411,181.030769230769,0.271496600064049
"307",125.042,181.147058823529,0.290586204756052
"307",126.0415,180.236111111111,0.305433675072055
"307",127.0421,184.708333333333,0.316039011012057
"307",128.0416,183.136363636364,0.290586204756052
"307",129.0429,179.380281690141,0.303312607884054
"307",130.0428,180.634920634921,0.267254465688048
"307",131.0419,174.882352941176,0.286344070380051
"307",132.0422,177.049180327869,0.258770196936046
"307",133.0415,179.421875,0.271496600064049
"307",134.0415,183.902777777778,0.301191540696054
"307",135.0425,178.555555555556,0.269375532876048
"307",136.0425,179.940298507463,0.284223003192051
"307",137.0427,178.458333333333,0.311796876636056
"307",138.0421,183.042253521127,0.303312607884054
"307",139.042,181.661538461538,0.28422300319205
"307",140.0414,183.119402985075,0.286344070380051
"307",141.043,182.608108108108,0.316039011012056
"307",142.0421,183.554054054054,0.316039011012056
"307",143.042,180.148148148148,0.347855018832062
"307",144.042,186.548780487805,0.349976086020062
"307",145.0429,186.125,0.313917943824056
"307",146.0427,185.730769230769,0.33300754851606
"307",147.0427,184.277777777778,0.383913161028068
"307",148.0426,185.962025316456,0.33512861570406
"307",149.0414,184.05,0.33512861570406
"307",150.0416,183.641975308642,0.343612884456061
"307",151.0423,181.367088607595,0.33512861570406
"307",152.0419,180.276315789474,0.324523279764058
"307",153.0414,182.31884057971,0.299070473508053
"307",154.0415,189.260869565217,0.294828339132052
"307",155.0426,191.544117647059,0.286344070380051
"307",156.0417,186.155844155844,0.322402212576057
"307",157.0419,185.833333333333,0.330886481328058
"307",158.0414,184.733333333333,0.322402212576057
"307",159.042,184.701298701299,0.324523279764058
"307",160.0428,185.083333333333,0.305433675072054
"307",161.0419,184.582089552239,0.286344070380051
"307",162.0418,183.317647058824,0.356339287584063
"307",163.0416,187,0.28210193600405
"307",164.0418,182.421052631579,0.322402212576057
"307",165.0427,180.855263157895,0.320281145388057
"307",166.0419,186.242857142857,0.305433675072054
"307",167.0416,187.876923076923,0.275738734440049
